,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.3969840705394745,0.3596903383731842,0.36213570833206177,0.3727327287197113,0.4577133357524872,0.35459527373313904,0.36682286858558655,0.4073772132396698,0.2514776289463043,0.25106990337371826,0.36335840821266174,0.395149827003479,0.405950665473938,0.4556752145290375,0.280619353055954,0.34705522656440735,0.5125331878662109,0.36886078119277954,0.4719788432121277,0.4923578202724457,0.6386796832084656,0.31567153334617615,0.4204200208187103,0.33401283621788025,0.41512152552604675,0.55166095495224,0.5551254153251648,0.33401283621788025,0.47788888216018677,0.29549640417099,0.3234154284000397,0.43550050258636475,0.4391686022281647,0.36559996008872986,0.4391686022281647,0.3303443193435669,0.35398411750793457,0.28775209188461304,0.5276138782501221,0.27511700987815857,0.4611780047416687,0.45404523611068726,0.33951476216316223,0.20827403664588928,0.3140411376953125,0.47034865617752075,0.39820656180381775,0.4189930558204651,0.4654572308063507,0.4556752145290375,0.43896496295928955,0.577338457107544,0.4006521701812744,0.37293657660484314,0.4149174690246582,0.533115804195404,0.30059105157852173,0.35785606503486633,0.3376809358596802,0.3507233262062073,0.4320358335971832,0.4391686022281647,0.3305481970310211,0.3486854135990143,0.4053393006324768,0.4244958162307739,0.48196467757225037,0.38944360613822937,0.416751503944397,0.4405951499938965,0.4136945605278015,0.3727327287197113,0.5573667287826538,0.4571021795272827,0.25106990337371826,0.3376809358596802,0.43162834644317627,0.40778490900993347,0.44324439764022827,0.4004483222961426,0.35255756974220276,0.3065010905265808,0.36356228590011597,0.31159552931785583,0.42408809065818787,0.5127370357513428,0.5054004192352295,0.3177092373371124,0.4189930558204651,0.36886078119277954,0.3617284297943115,0.4870593249797821,0.2950887084007263,0.2696150541305542,0.3454248309135437,0.405950665473938,0.25494185090065,0.30670493841171265,0.3766046464443207,0.4795190691947937,0.44854289293289185,0.47768503427505493,0.4244958162307739,0.4501732885837555,0.34522098302841187,0.3576522171497345,0.36886078119277954,0.4061545133590698,0.3745669722557068,0.34888947010040283,0.32260045409202576,0.45384180545806885,0.4020787179470062,0.33971863985061646,0.2677808105945587,0.3582637906074524,0.468718022108078,0.2973306477069855,0.39678022265434265,0.5021398067474365,0.37640121579170227,0.37089887261390686,0.4795190691947937,0.3931117057800293,0.5261873006820679,0.41186070442199707,0.48685547709465027,0.4577133357524872,0.4096187353134155
I,0.6034236550331116,0.5661301016807556,0.5685752630233765,0.5791727304458618,0.6641533374786377,0.5610352754592896,0.573262631893158,0.6138172149658203,0.457917183637619,0.45750948786735535,0.5697981715202332,0.6015897989273071,0.6123902201652527,0.6621153950691223,0.4870593249797821,0.5534952282905579,0.71897292137146,0.5753007531166077,0.6784188151359558,0.6987975835800171,0.8451192378997803,0.5221111178398132,0.6268597841262817,0.5404524207115173,0.6215611100196838,0.7581009268760681,0.7615653872489929,0.5404524207115173,0.6843288540840149,0.5019359588623047,0.5298550128936768,0.6419400572776794,0.6456086039543152,0.5720399618148804,0.6456086039543152,0.536784291267395,0.5604239106178284,0.49419209361076355,0.7340536713600159,0.4815569818019867,0.6676177978515625,0.660484790802002,0.5459547638893127,0.4147137999534607,0.5204806923866272,0.6767884492874146,0.6046465635299683,0.6254330277442932,0.6718972325325012,0.6621153950691223,0.6454047560691833,0.7837784290313721,0.6070921421051025,0.5793765783309937,0.6213572025299072,0.7395557761192322,0.5070308446884155,0.5642958283424377,0.544120728969574,0.5571632981300354,0.6384758353233337,0.6456086039543152,0.5369881987571716,0.5551254153251648,0.6117792129516602,0.6309353709220886,0.6884042620658875,0.5958836078643799,0.6231914758682251,0.6470349431037903,0.6201345324516296,0.5791727304458618,0.7638067007064819,0.6635419726371765,0.45750948786735535,0.544120728969574,0.6380681395530701,0.6142244935035706,0.649683952331543,0.6068882942199707,0.5589971542358398,0.5129406452178955,0.5700022578239441,0.5180355310440063,0.6305278539657593,0.7191768288612366,0.7118402123451233,0.5241492390632629,0.6254330277442932,0.5753007531166077,0.5681679844856262,0.6934990882873535,0.5015285015106201,0.4760546386241913,0.5518648028373718,0.6123902201652527,0.46138185262680054,0.5131444931030273,0.5830446481704712,0.6859588623046875,0.65498286485672,0.6841248273849487,0.6309353709220886,0.6566130518913269,0.55166095495224,0.5640919804573059,0.5753007531166077,0.6125940680503845,0.5810067653656006,0.555329442024231,0.5290402173995972,0.6602813601493835,0.6085184812545776,0.5461586117744446,0.4742203652858734,0.5647037625312805,0.6751580238342285,0.5037702322006226,0.6032198071479797,0.7085798382759094,0.5828408002853394,0.577338457107544,0.6859588623046875,0.5995516777038574,0.7326269149780273,0.6183006763458252,0.6932952404022217,0.6641533374786377,0.6160587072372437
V,0.5021398067474365,0.4648458659648895,0.4672914743423462,0.47788888216018677,0.5628694891929626,0.4597514271736145,0.4719788432121277,0.5125331878662109,0.35663336515426636,0.3562256693840027,0.4685143828392029,0.5003060102462769,0.5111064314842224,0.5608314275741577,0.38577550649642944,0.4522114098072052,0.6176891326904297,0.4740167260169983,0.5771347880363464,0.5975137948989868,0.74383544921875,0.42082729935646057,0.5255757570266724,0.4391686022281647,0.5202768445014954,0.6568171381950378,0.6602813601493835,0.4391686022281647,0.5830446481704712,0.4006521701812744,0.4285711944103241,0.5406562685966492,0.5443243384361267,0.4707561433315277,0.5443243384361267,0.43550050258636475,0.4591400921344757,0.3929080665111542,0.6327696442604065,0.38027316331863403,0.5663337707519531,0.5592010021209717,0.4446709454059601,0.3134298026561737,0.4191969037055969,0.5755041837692261,0.5033627152442932,0.5241492390632629,0.5706133842468262,0.5608314275741577,0.544120728969574,0.6824946403503418,0.5058079361915588,0.4780927300453186,0.520073413848877,0.6382719874382019,0.40574702620506287,0.4630122482776642,0.4428367018699646,0.4558790922164917,0.5371920466423035,0.5443243384361267,0.4357043504714966,0.45384180545806885,0.5104952454566956,0.5296515822410583,0.5871204733848572,0.4945993721485138,0.5219076871871948,0.5457509160041809,0.5188507437705994,0.47788888216018677,0.6625229120254517,0.5622581839561462,0.3562256693840027,0.4428367018699646,0.536784291267395,0.5129406452178955,0.5484001636505127,0.505604088306427,0.4577133357524872,0.41165685653686523,0.468718022108078,0.416751503944397,0.529244065284729,0.6178929805755615,0.6105563640594482,0.4228654205799103,0.5241492390632629,0.4740167260169983,0.4668837785720825,0.5922154784202576,0.40024465322494507,0.3747708201408386,0.45058101415634155,0.5111064314842224,0.3600980341434479,0.41186070442199707,0.48176082968711853,0.5846750736236572,0.5536990761756897,0.5828408002853394,0.5296515822410583,0.555329442024231,0.45037713646888733,0.46280819177627563,0.4740167260169983,0.5113102793693542,0.47972315549850464,0.45404523611068726,0.4277561902999878,0.5589971542358398,0.5072346925735474,0.4448747932910919,0.37293657660484314,0.46341994404792786,0.5738742351531982,0.40248599648475647,0.5019359588623047,0.607295572757721,0.4815569818019867,0.4760546386241913,0.5846750736236572,0.49826788902282715,0.6313430666923523,0.5170164704322815,0.5920114517211914,0.5628694891929626,0.5147749185562134
L,0.6125940680503845,0.5753007531166077,0.5777461528778076,0.5883431434631348,0.6733241677284241,0.5702056884765625,0.58243328332901,0.6229876279830933,0.46708762645721436,0.4666801393032074,0.5789688229560852,0.6107602119445801,0.6215611100196838,0.6712860465049744,0.49622976779937744,0.5626656413078308,0.728143572807312,0.5844712257385254,0.6875892877578735,0.7079682350158691,0.854289710521698,0.5312819480895996,0.6360302567481995,0.5496230721473694,0.6307317614555359,0.7672711610794067,0.7707358598709106,0.5496230721473694,0.6934990882873535,0.5111064314842224,0.5390258431434631,0.6511105298995972,0.6547790169715881,0.5812107920646667,0.6547790169715881,0.5459547638893127,0.5695945620536804,0.5033627152442932,0.7432240843772888,0.49072784185409546,0.6767884492874146,0.6696556806564331,0.5551254153251648,0.42388424277305603,0.5296515822410583,0.6859588623046875,0.6138172149658203,0.6346039175987244,0.6810680627822876,0.6712860465049744,0.6545751690864563,0.7929490804672241,0.6162626147270203,0.5885469913482666,0.6305278539657593,0.7487264275550842,0.5162014961242676,0.5734664797782898,0.553291380405426,0.5663337707519531,0.6476462483406067,0.6547790169715881,0.5461586117744446,0.5642958283424377,0.6209497451782227,0.6401058435440063,0.6975746750831604,0.6050540208816528,0.6323621273040771,0.6562053561210632,0.6293054223060608,0.5883431434631348,0.7729775905609131,0.6727126240730286,0.4666801393032074,0.553291380405426,0.647238552570343,0.6233953237533569,0.6588544249534607,0.6160587072372437,0.5681679844856262,0.5221111178398132,0.5791727304458618,0.5272059440612793,0.6396985054016113,0.7283474802970886,0.7210108637809753,0.5333196520805359,0.6346039175987244,0.5844712257385254,0.577338457107544,0.7026697397232056,0.5106991529464722,0.4852250814437866,0.5610352754592896,0.6215611100196838,0.4705522954463959,0.5223149657249451,0.5922154784202576,0.6951295137405396,0.6641533374786377,0.6932952404022217,0.6401058435440063,0.6657835245132446,0.5608314275741577,0.573262631893158,0.5844712257385254,0.6217645406723022,0.5901774168014526,0.5644999146461487,0.5382108688354492,0.6694520115852356,0.6176891326904297,0.555329442024231,0.48339080810546875,0.5738742351531982,0.6843288540840149,0.5129406452178955,0.6123902201652527,0.7177502512931824,0.5920114517211914,0.5865092873573303,0.6951295137405396,0.6087225675582886,0.7417973279953003,0.6274711489677429,0.7024658918380737,0.6733241677284241,0.6252293586730957
T,0.6054617166519165,0.5681679844856262,0.5706133842468262,0.5812107920646667,0.6661913990974426,0.5630733370780945,0.5753007531166077,0.6158548593521118,0.4599553048610687,0.45954757928848267,0.5718361139297485,0.6036275029182434,0.6144283413887024,0.6641533374786377,0.4890974462032318,0.5555333495140076,0.7210108637809753,0.577338457107544,0.6804565191268921,0.7008357048034668,0.84715735912323,0.5241492390632629,0.628897488117218,0.542490541934967,0.6235987544059753,0.7601386308670044,0.7636032700538635,0.542490541934967,0.6863661408424377,0.503973662853241,0.5318931341171265,0.6439781785011292,0.6476462483406067,0.5740780830383301,0.6476462483406067,0.5388219952583313,0.562461793422699,0.49622976779937744,0.7360915541648865,0.483594685792923,0.6696556806564331,0.6625229120254517,0.547992467880249,0.416751503944397,0.5225188136100769,0.678826093673706,0.6066844463348389,0.6274711489677429,0.6739352941513062,0.6641533374786377,0.6474428176879883,0.7858165502548218,0.6091298460960388,0.5814142227172852,0.6233953237533569,0.7415934801101685,0.5090687274932861,0.5663337707519531,0.5461586117744446,0.5592010021209717,0.64051353931427,0.6476462483406067,0.5390258431434631,0.5571632981300354,0.6138172149658203,0.6329734921455383,0.6904423832893372,0.5979213118553162,0.6252293586730957,0.6490728259086609,0.6221722364425659,0.5812107920646667,0.7658448219299316,0.6655798554420471,0.45954757928848267,0.5461586117744446,0.6401058435440063,0.6162626147270203,0.6517220735549927,0.608925998210907,0.5610352754592896,0.5149787664413452,0.5720399618148804,0.520073413848877,0.632565975189209,0.7212148904800415,0.7138779163360596,0.5261873006820679,0.6274711489677429,0.577338457107544,0.5702056884765625,0.6955370306968689,0.5035661458969116,0.4780927300453186,0.5539029240608215,0.6144283413887024,0.46341994404792786,0.515182614326477,0.5850823521614075,0.6879965662956238,0.6570209860801697,0.6861627101898193,0.6329734921455383,0.6586509943008423,0.5536990761756897,0.5661301016807556,0.577338457107544,0.6146321892738342,0.5830446481704712,0.5573667287826538,0.5310781002044678,0.6623190641403198,0.6105563640594482,0.5481963157653809,0.4762584865093231,0.5667414665222168,0.6771957278251648,0.5058079361915588,0.6052578687667847,0.7106174826622009,0.5848785042762756,0.5793765783309937,0.6879965662956238,0.6015897989273071,0.7346645593643188,0.6203383803367615,0.6953333616256714,0.6661913990974426,0.6180968284606934
Q,0.6937031745910645,0.6564092040061951,0.6588544249534607,0.6694520115852356,0.7544324398040771,0.651314377784729,0.6635419726371765,0.7040963172912598,0.5481963157653809,0.5477890372276306,0.6600775122642517,0.6918689012527466,0.7026697397232056,0.7523947358131409,0.577338457107544,0.6437743306159973,0.8092522621154785,0.6655798554420471,0.7686979174613953,0.7890771627426147,0.9353983998298645,0.6123902201652527,0.7171388864517212,0.6307317614555359,0.7118402123451233,0.8483800888061523,0.8518444895744324,0.6307317614555359,0.77460777759552,0.5922154784202576,0.6201345324516296,0.732219398021698,0.7358874678611755,0.6623190641403198,0.7358874678611755,0.6270634531974792,0.6507032513618469,0.5844712257385254,0.8243327736854553,0.5718361139297485,0.757896900177002,0.7507643699645996,0.6362341046333313,0.5049929022789001,0.6107602119445801,0.767067551612854,0.6949256658554077,0.7157121300697327,0.7621763348579407,0.7523947358131409,0.7356838583946228,0.8740575313568115,0.697371244430542,0.6696556806564331,0.7116365432739258,0.8298351168632507,0.597309947013855,0.6545751690864563,0.6343998312950134,0.6474428176879883,0.7287549376487732,0.7358874678611755,0.6272673010826111,0.6454047560691833,0.7020584344863892,0.7212148904800415,0.7786833643913269,0.6861627101898193,0.7134705781936646,0.7373142242431641,0.7104140520095825,0.6694520115852356,0.8540858626365662,0.7538211941719055,0.5477890372276306,0.6343998312950134,0.7283474802970886,0.7045038342475891,0.7399634718894958,0.6971673965454102,0.6492762565612793,0.6032198071479797,0.6602813601493835,0.6083148717880249,0.7208070158958435,0.809455931186676,0.8021195530891418,0.6144283413887024,0.7157121300697327,0.6655798554420471,0.6584471464157104,0.7837784290313721,0.5918076038360596,0.5663337707519531,0.6421439051628113,0.7026697397232056,0.55166095495224,0.6034236550331116,0.6733241677284241,0.776237964630127,0.7452619671821594,0.7744041681289673,0.7212148904800415,0.7468923926353455,0.6419400572776794,0.6543715596199036,0.6655798554420471,0.7028735876083374,0.6712860465049744,0.6456086039543152,0.6193193197250366,0.750560462474823,0.6987975835800171,0.636437714099884,0.5644999146461487,0.65498286485672,0.765437126159668,0.594049334526062,0.6934990882873535,0.7988589406013489,0.6731201410293579,0.6676177978515625,0.776237964630127,0.6898307800292969,0.8229064345359802,0.7085798382759094,0.7835745811462402,0.7544324398040771,0.7063380479812622
S,0.7159159779548645,0.6786224842071533,0.6810680627822876,0.6916650533676147,0.7766456604003906,0.6735275983810425,0.68575519323349,0.7263093590736389,0.5704095363616943,0.5700022578239441,0.68229079246521,0.7140817642211914,0.7248830199241638,0.77460777759552,0.5995516777038574,0.6659875512123108,0.8314653038978577,0.6877931356430054,0.7909109592437744,0.8112901449203491,0.957611620426178,0.6346039175987244,0.7393519282341003,0.6529447436332703,0.7340536713600159,0.8705928921699524,0.8740575313568115,0.6529447436332703,0.7968208193778992,0.6144283413887024,0.6423477530479431,0.7544324398040771,0.7581009268760681,0.6845327019691467,0.7581009268760681,0.6492762565612793,0.6729164719581604,0.6066844463348389,0.8465458154678345,0.594049334526062,0.7801103591918945,0.7729775905609131,0.6584471464157104,0.5272059440612793,0.6329734921455383,0.7892807722091675,0.7171388864517212,0.7379254102706909,0.7843899726867676,0.77460777759552,0.757896900177002,0.8962708115577698,0.7195845246315002,0.6918689012527466,0.733849823474884,0.8520481586456299,0.6195231676101685,0.6767884492874146,0.6566130518913269,0.6696556806564331,0.750967800617218,0.7581009268760681,0.6494801044464111,0.6676177978515625,0.7242715358734131,0.7434277534484863,0.8008966445922852,0.7083759307861328,0.7356838583946228,0.7595272660255432,0.7326269149780273,0.6916650533676147,0.8762995004653931,0.776034414768219,0.5700022578239441,0.6566130518913269,0.750560462474823,0.7267168164253235,0.7621763348579407,0.7193806767463684,0.6714898943901062,0.6254330277442932,0.6824946403503418,0.6305278539657593,0.7430204749107361,0.8316691517829895,0.8243327736854553,0.6366415619850159,0.7379254102706909,0.6877931356430054,0.6806603670120239,0.8059914708137512,0.6140210628509521,0.5885469913482666,0.6643571853637695,0.7248830199241638,0.5738742351531982,0.625636875629425,0.6955370306968689,0.7984514236450195,0.7674752473831177,0.7966171503067017,0.7434277534484863,0.7691054344177246,0.6641533374786377,0.6765845417976379,0.6877931356430054,0.7250864505767822,0.6934990882873535,0.6678214073181152,0.6415325999259949,0.7727737426757812,0.7210108637809753,0.6586509943008423,0.5867127180099487,0.6771957278251648,0.7876504063606262,0.6162626147270203,0.7157121300697327,0.8210721611976624,0.6953333616256714,0.6898307800292969,0.7984514236450195,0.7120444774627686,0.8451192378997803,0.7307930588722229,0.8057878017425537,0.7766456604003906,0.7285510897636414
P,0.6865699887275696,0.6492762565612793,0.6517220735549927,0.6623190641403198,0.7473000884056091,0.644182026386261,0.6564092040061951,0.6969637870788574,0.5410635471343994,0.5406562685966492,0.6529447436332703,0.6847361922264099,0.6955370306968689,0.7452619671821594,0.5702056884765625,0.6366415619850159,0.8021195530891418,0.6584471464157104,0.7615653872489929,0.7819441556930542,0.9282656311988831,0.6052578687667847,0.7100063562393188,0.6235987544059753,0.7047074437141418,0.8412473201751709,0.8447117805480957,0.6235987544059753,0.7674752473831177,0.5850823521614075,0.6130017638206482,0.7250864505767822,0.7287549376487732,0.6551867127418518,0.7287549376487732,0.6199311017990112,0.6435704827308655,0.577338457107544,0.8171998262405396,0.5647037625312805,0.7507643699645996,0.7436316013336182,0.6291015148162842,0.4978603720664978,0.6036275029182434,0.7599347829818726,0.6877931356430054,0.7085798382759094,0.7550439834594727,0.7452619671821594,0.7285510897636414,0.8669252395629883,0.6902385354042053,0.6625229120254517,0.7045038342475891,0.8227025866508484,0.5901774168014526,0.6474428176879883,0.6272673010826111,0.6403096914291382,0.72162264585495,0.7287549376487732,0.6201345324516296,0.6382719874382019,0.6949256658554077,0.7140817642211914,0.7715510129928589,0.6790299415588379,0.7063380479812622,0.7301815152168274,0.7032813429832458,0.6623190641403198,0.8469535112380981,0.7466885447502136,0.5406562685966492,0.6272673010826111,0.7212148904800415,0.697371244430542,0.7328307628631592,0.6900346875190735,0.6421439051628113,0.5960870385169983,0.6531486511230469,0.6011818647384644,0.7136744260787964,0.802323579788208,0.7949869632720947,0.607295572757721,0.7085798382759094,0.6584471464157104,0.651314377784729,0.7766456604003906,0.5846750736236572,0.5592010021209717,0.6350111961364746,0.6955370306968689,0.5445281863212585,0.5962908864021301,0.6661913990974426,0.7691054344177246,0.7381292581558228,0.7672711610794067,0.7140817642211914,0.739759624004364,0.6348073482513428,0.647238552570343,0.6584471464157104,0.6957408785820007,0.6641533374786377,0.6384758353233337,0.6121867895126343,0.7434277534484863,0.6916650533676147,0.6293054223060608,0.5573667287826538,0.6478501558303833,0.7583047747612,0.5869165658950806,0.6863661408424377,0.7917261719703674,0.6659875512123108,0.660484790802002,0.7691054344177246,0.6826984882354736,0.8157732486724854,0.701447069644928,0.7764418125152588,0.7473000884056091,0.6992051005363464
A,0.6643571853637695,0.6270634531974792,0.6295092701911926,0.6401058435440063,0.7250864505767822,0.6219683885574341,0.6341961622238159,0.6747503280639648,0.5188507437705994,0.5184434056282043,0.6307317614555359,0.6625229120254517,0.6733241677284241,0.723048746585846,0.547992467880249,0.6144283413887024,0.7799065113067627,0.6362341046333313,0.7393519282341003,0.759731113910675,0.9060527682304382,0.5830446481704712,0.6877931356430054,0.6013859510421753,0.6824946403503418,0.8190340399742126,0.8224985003471375,0.6013859510421753,0.7452619671821594,0.5628694891929626,0.5907889604568481,0.7028735876083374,0.7065417170524597,0.6329734921455383,0.7065417170524597,0.5977174639701843,0.6213572025299072,0.5551254153251648,0.7949869632720947,0.542490541934967,0.7285510897636414,0.7214187383651733,0.6068882942199707,0.4756471514701843,0.5814142227172852,0.7377217411994934,0.6655798554420471,0.6863661408424377,0.7328307628631592,0.723048746585846,0.7063380479812622,0.8447117805480957,0.6680252552032471,0.6403096914291382,0.68229079246521,0.8004893064498901,0.5679643750190735,0.6252293586730957,0.6050540208816528,0.6180968284606934,0.6994089484214783,0.7065417170524597,0.5979213118553162,0.6160587072372437,0.6727126240730286,0.6918689012527466,0.7493377923965454,0.6568171381950378,0.6841248273849487,0.7079682350158691,0.6810680627822876,0.6401058435440063,0.8247402906417847,0.7244755029678345,0.5184434056282043,0.6050540208816528,0.6990014314651489,0.6751580238342285,0.7106174826622009,0.6678214073181152,0.6199311017990112,0.5738742351531982,0.6309353709220886,0.5789688229560852,0.691461443901062,0.7801103591918945,0.7727737426757812,0.5850823521614075,0.6863661408424377,0.6362341046333313,0.6291015148162842,0.7544324398040771,0.562461793422699,0.5369881987571716,0.6127979159355164,0.6733241677284241,0.5223149657249451,0.5740780830383301,0.6439781785011292,0.7468923926353455,0.7159159779548645,0.7450581192970276,0.6918689012527466,0.7175464034080505,0.6125940680503845,0.6250255107879639,0.6362341046333313,0.6735275983810425,0.6419400572776794,0.6162626147270203,0.5899735689163208,0.7212148904800415,0.6694520115852356,0.6070921421051025,0.5351539254188538,0.625636875629425,0.7360915541648865,0.5647037625312805,0.6641533374786377,0.769512951374054,0.6437743306159973,0.6382719874382019,0.7468923926353455,0.660484790802002,0.7935604453086853,0.6792337894439697,0.7542287707328796,0.7250864505767822,0.676991879940033
T,0.6329734921455383,0.595679759979248,0.598125159740448,0.6087225675582886,0.6937031745910645,0.5905851125717163,0.6028122901916504,0.6433666348457336,0.48746705055236816,0.4870593249797821,0.5993480682373047,0.6311392188072205,0.6419400572776794,0.6916650533676147,0.5166091918945312,0.5830446481704712,0.7485225796699524,0.6048504114151001,0.7079682350158691,0.7283474802970886,0.8746691346168518,0.55166095495224,0.6564092040061951,0.5700022578239441,0.6511105298995972,0.7876504063606262,0.7911148071289062,0.5700022578239441,0.7138779163360596,0.531485378742218,0.5594048500061035,0.6714898943901062,0.6751580238342285,0.6015897989273071,0.6751580238342285,0.5663337707519531,0.5899735689163208,0.5237414836883545,0.7636032700538635,0.5111064314842224,0.6971673965454102,0.6900346875190735,0.5755041837692261,0.4442632496356964,0.550030529499054,0.7063380479812622,0.6341961622238159,0.65498286485672,0.701447069644928,0.6916650533676147,0.6749541759490967,0.8133278489112854,0.6366415619850159,0.608925998210907,0.6509070992469788,0.7691054344177246,0.5365804433822632,0.5938457250595093,0.5736703276634216,0.5867127180099487,0.6680252552032471,0.6751580238342285,0.566537618637085,0.5846750736236572,0.641328752040863,0.660484790802002,0.7179540991783142,0.6254330277442932,0.6527411341667175,0.6765845417976379,0.649683952331543,0.6087225675582886,0.7933565974235535,0.693091630935669,0.4870593249797821,0.5736703276634216,0.6676177978515625,0.6437743306159973,0.6792337894439697,0.636437714099884,0.5885469913482666,0.542490541934967,0.5995516777038574,0.5475851893424988,0.6600775122642517,0.7487264275550842,0.74139004945755,0.5536990761756897,0.65498286485672,0.6048504114151001,0.5977174639701843,0.723048746585846,0.5310781002044678,0.505604088306427,0.5814142227172852,0.6419400572776794,0.4909316897392273,0.5426939725875854,0.6125940680503845,0.7155086994171143,0.6845327019691467,0.7136744260787964,0.660484790802002,0.6861627101898193,0.5812107920646667,0.5936418175697327,0.6048504114151001,0.6421439051628113,0.6105563640594482,0.5848785042762756,0.5585898756980896,0.6898307800292969,0.6380681395530701,0.5757080316543579,0.5037702322006226,0.5942531824111938,0.7047074437141418,0.5333196520805359,0.6327696442604065,0.7381292581558228,0.6123902201652527,0.6068882942199707,0.7155086994171143,0.6291015148162842,0.7621763348579407,0.6478501558303833,0.7228450775146484,0.6937031745910645,0.6456086039543152
