,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.2999666929244995,0.5190535187721252,0.5317187905311584,0.4056214392185211,0.7150315642356873,0.6233750581741333,0.26441511511802673,0.5448282957077026,0.5116099119186401,0.5899345874786377,0.5380513072013855,0.5016108751296997,0.38662388920783997,0.704477071762085,0.4312852621078491,0.25252753496170044,0.38562387228012085,0.3352961540222168,0.2459726631641388,0.4520609378814697,0.646817147731781,0.2508612275123596,0.3710699677467346,0.5469392538070679,0.46428170800209045,0.6083769202232361,0.6564825773239136,0.6273748874664307,0.6687034368515015,0.5988223552703857,0.45183879137039185,0.5296080112457275,0.32740798592567444,0.6200422644615173,0.4882790148258209,0.6083769202232361,0.42917460203170776,0.518497884273529,0.6245973110198975,0.31229865550994873,0.4816131889820099,0.5351627469062805,0.48494619131088257,0.48894572257995605,0.4837241768836975,0.8609042167663574,0.32640817761421204,0.514498233795166,0.3127429187297821,0.6240416765213013,0.3565160930156708,0.41962000727653503,0.39940008521080017,0.1553160697221756,0.412954181432724,0.3615154027938843,0.53471839427948,0.6603711247444153,0.5458282232284546,0.5329408049583435,0.7228084802627563,0.5888234972953796,0.5390511751174927,0.6229308247566223,0.5342740416526794,0.372069776058197,0.34796151518821716,0.5927119255065918,0.5933784246444702,0.7068102955818176,0.5272746682167053,0.465948224067688,0.5574935674667358,0.3398512005805969,0.46928122639656067,0.505610466003418,0.4391734302043915,0.6675925850868225,0.6702588200569153,0.42850789427757263,0.6530386805534363,0.515053927898407,0.5089433193206787,0.49116766452789307,0.6715919971466064,0.6179313659667969,0.6201531887054443,0.3418509066104889,0.45417168736457825,0.4961671829223633,0.6301522850990295,0.5251638889312744,0.5363848805427551,0.6155983805656433,0.48539045453071594,0.46705928444862366,0.3184090554714203,0.5663815140724182,0.4558382034301758,0.576602578163147,0.5368292331695557,0.31574273109436035,0.47261425852775574,0.26374849677085876,0.3134095072746277,0.5889345407485962,0.5564937591552734,0.47816920280456543,0.5257193446159363,0.5536050796508789,0.7291411757469177,0.7050327062606812,0.6380402445793152,0.5764915347099304,0.6161537766456604,0.4010666012763977,0.49050116539001465,0.41728702187538147,0.4296189546585083,0.30163320899009705,0.46483734250068665,0.607265830039978,0.37551385164260864,0.7725807428359985,0.7680256962776184,0.38706815242767334,0.674924910068512,0.5742693543434143,0.34529489278793335
I,0.333518385887146,0.5526052713394165,0.5652704238891602,0.4391734302043915,0.7485834360122681,0.6569269299507141,0.29796695709228516,0.5783801674842834,0.5451616048812866,0.6234862208366394,0.5716031789779663,0.5351627469062805,0.4201754629611969,0.7380289435386658,0.46483734250068665,0.28607940673828125,0.41917574405670166,0.36884793639183044,0.2795245945453644,0.485612690448761,0.6803688406944275,0.2844128906726837,0.40462175011634827,0.5804909467697144,0.49783357977867126,0.6419287919998169,0.6900344491004944,0.6609265804290771,0.702255368232727,0.6323739886283875,0.48539045453071594,0.563159704208374,0.3609599769115448,0.6535941362380981,0.5218309164047241,0.6419287919998169,0.4627263844013214,0.5520498752593994,0.6581490635871887,0.34585052728652954,0.5151649713516235,0.5687146186828613,0.518497884273529,0.5224974751472473,0.517275869846344,0.8944560289382935,0.35996004939079285,0.5480501651763916,0.34629499912261963,0.6575935482978821,0.3900678753852844,0.45317190885543823,0.43295198678970337,0.1888679563999176,0.44650596380233765,0.3950671851634979,0.5682702660560608,0.6939228177070618,0.5793800950050354,0.56649249792099,0.7563603520393372,0.6223753690719604,0.5726031064987183,0.6564825773239136,0.5678257942199707,0.4056214392185211,0.38151317834854126,0.6262636184692383,0.6269304156303406,0.7403620481491089,0.5608265399932861,0.4995000958442688,0.5910454392433167,0.37340304255485535,0.5028328895568848,0.5391623973846436,0.4727252125740051,0.701144278049469,0.703810453414917,0.46205976605415344,0.6865903735160828,0.5486055612564087,0.5424951910972595,0.5247194170951843,0.7051438689231873,0.6514831781387329,0.6537051200866699,0.3754028081893921,0.48772358894348145,0.5297189354896545,0.6637039184570312,0.5587157011032104,0.5699366927146912,0.649150013923645,0.5189423561096191,0.5006109476089478,0.3519609272480011,0.5999332070350647,0.4893900752067566,0.610154390335083,0.5703811645507812,0.349294513463974,0.5061659216880798,0.2973002791404724,0.3469614088535309,0.6224863529205322,0.5900455117225647,0.5117208957672119,0.5592712163925171,0.5871569514274597,0.7626929879188538,0.7385846972465515,0.6715919971466064,0.6100434064865112,0.6497054696083069,0.4346185028553009,0.5240530371665955,0.45083868503570557,0.4631706476211548,0.33518508076667786,0.49838903546333313,0.6408177018165588,0.40906575322151184,0.8061326146125793,0.8015773892402649,0.42062002420425415,0.7084767818450928,0.6078214645385742,0.3788468837738037
V,0.30163320899009705,0.5207198262214661,0.5333850979804993,0.40728816390037537,0.7166980504989624,0.6250415444374084,0.26608163118362427,0.5464949011802673,0.513276219367981,0.5916008353233337,0.5397177934646606,0.503277599811554,0.3882901966571808,0.7061437964439392,0.43295198678970337,0.254194051027298,0.3872903883457184,0.33696267008781433,0.24763928353786469,0.4537273347377777,0.6484834551811218,0.25252753496170044,0.37273648381233215,0.5486055612564087,0.465948224067688,0.6100434064865112,0.6581490635871887,0.6290411949157715,0.6703699827194214,0.6004888415336609,0.45350509881973267,0.5312743186950684,0.3290747106075287,0.6217087507247925,0.48994553089141846,0.6100434064865112,0.43084099888801575,0.5201643705368042,0.6262636184692383,0.31396517157554626,0.4832794964313507,0.5368292331695557,0.4866127073764801,0.4906122386455536,0.48539045453071594,0.8625707626342773,0.32807478308677673,0.5161649584770203,0.31440964341163635,0.6257081627845764,0.35818248987197876,0.4212866425514221,0.4010666012763977,0.15698258578777313,0.41462060809135437,0.363182008266449,0.5363848805427551,0.6620376110076904,0.5474947094917297,0.5346071124076843,0.7244752049446106,0.5904899835586548,0.5407177209854126,0.6245973110198975,0.535940408706665,0.37373629212379456,0.349627822637558,0.5943784713745117,0.5950450301170349,0.7084767818450928,0.5289413928985596,0.4676147401332855,0.559160053730011,0.34151771664619446,0.4709477424621582,0.5072770118713379,0.44084006547927856,0.6692588925361633,0.6719253063201904,0.43017441034317017,0.6547049880027771,0.5167204141616821,0.510610044002533,0.49283406138420105,0.6732585430145264,0.6195977926254272,0.6218199133872986,0.3435174226760864,0.4558382034301758,0.49783357977867126,0.6318185925483704,0.5268304347991943,0.5380513072013855,0.6172646880149841,0.4870569705963135,0.4687255918979645,0.32007554173469543,0.5680480003356934,0.45750492811203003,0.5782691240310669,0.5384957790374756,0.3174092471599579,0.47428053617477417,0.26541513204574585,0.31507623195648193,0.5906009674072266,0.5581602454185486,0.47983551025390625,0.5273858308792114,0.5552718043327332,0.7308077216148376,0.7066992521286011,0.6397066116333008,0.5781580209732056,0.6178200840950012,0.40273311734199524,0.4921676814556122,0.4189535081386566,0.4312852621078491,0.3032997250556946,0.4665038585662842,0.6089323163032532,0.3771803677082062,0.7742472290992737,0.7696921825408936,0.3887346684932709,0.6765914559364319,0.5759360790252686,0.3469614088535309
L,0.3307409882545471,0.5498278141021729,0.562493085861206,0.43639594316482544,0.7458060383796692,0.65414959192276,0.2951894700527191,0.5756027698516846,0.5423842072486877,0.6207086443901062,0.5688257217407227,0.5323853492736816,0.417398065328598,0.7352516055107117,0.46205976605415344,0.2833019196987152,0.41639822721481323,0.3660704493522644,0.27674710750579834,0.48283523321151733,0.6775912046432495,0.28163543343544006,0.4018442630767822,0.577713668346405,0.4950561225414276,0.6391510963439941,0.6872569918632507,0.6581490635871887,0.6994778513908386,0.6295966506004333,0.48261287808418274,0.560382068157196,0.35818248987197876,0.6508165597915649,0.5190535187721252,0.6391510963439941,0.45994889736175537,0.549272358417511,0.6553716063499451,0.34307315945625305,0.5123875141143799,0.5659370422363281,0.5157204866409302,0.5197200179100037,0.514498233795166,0.8916786313056946,0.3571826219558716,0.5452727675437927,0.3435174226760864,0.6548160910606384,0.3872903883457184,0.4503944218158722,0.43017441034317017,0.18609046936035156,0.4437284767627716,0.39228981733322144,0.5654928088188171,0.6911453008651733,0.576602578163147,0.5637151002883911,0.7535829544067383,0.6195977926254272,0.5698257088661194,0.6537051200866699,0.565048336982727,0.40284407138824463,0.37873560190200806,0.6234862208366394,0.6241529583930969,0.7375845909118652,0.558049201965332,0.49672260880470276,0.5882680416107178,0.3706255555152893,0.5000555515289307,0.5363848805427551,0.4699477255344391,0.6983667612075806,0.7010331153869629,0.4592822790145874,0.6838127970695496,0.5458282232284546,0.5397177934646606,0.5219419598579407,0.7023664116859436,0.6487056612968445,0.6509276032447815,0.3726252019405365,0.48494619131088257,0.5269414782524109,0.6609265804290771,0.555938184261322,0.5671591758728027,0.6463724374771118,0.5161649584770203,0.49783357977867126,0.3491835594177246,0.5971558094024658,0.4866127073764801,0.6073769927024841,0.5676035284996033,0.34651702642440796,0.5033883452415466,0.2945229113101959,0.3441840410232544,0.6197088360786438,0.587268054485321,0.5089433193206787,0.5564937591552734,0.5843796133995056,0.7599154710769653,0.7358071208000183,0.6688145399093628,0.607265830039978,0.6469281315803528,0.431841105222702,0.5212754607200623,0.4480613172054291,0.4603932499885559,0.33240750432014465,0.4956115484237671,0.6380402445793152,0.4062882661819458,0.8033552765846252,0.798799991607666,0.41784244775772095,0.7056993246078491,0.605043888092041,0.37606939673423767
T,0.30385515093803406,0.5229417681694031,0.5356072187423706,0.4095101058483124,0.7189202308654785,0.6272637248039246,0.2683035731315613,0.5487168431282043,0.5154983997344971,0.5938227772712708,0.5419397354125977,0.5054993033409119,0.3905121088027954,0.7083657383918762,0.4351739287376404,0.2564162015914917,0.3895123302936554,0.3391844928264618,0.2498612254858017,0.4559493660926819,0.6507053971290588,0.25474947690963745,0.374958336353302,0.5508277416229248,0.468170166015625,0.6122651696205139,0.6603711247444153,0.6312631368637085,0.6725919246673584,0.6027107834815979,0.4557270407676697,0.5334962606430054,0.3312966525554657,0.6239306926727295,0.4921676814556122,0.6122651696205139,0.4330630600452423,0.5223863124847412,0.6284857392311096,0.3161871135234833,0.48550164699554443,0.5390511751174927,0.4888344407081604,0.49283406138420105,0.48761239647865295,0.8647926449775696,0.3302966356277466,0.5183869004249573,0.31663158535957336,0.6279303431510925,0.36040452122688293,0.42350858449935913,0.4032885432243347,0.15920473635196686,0.41684263944625854,0.3654037415981293,0.5386068224906921,0.6642593741416931,0.5497168302536011,0.5368292331695557,0.7266969084739685,0.5927119255065918,0.5429396629333496,0.6268190145492554,0.5381624698638916,0.37595823407173157,0.351849764585495,0.5966004133224487,0.5972669720649719,0.7106987237930298,0.5311631560325623,0.46983668208122253,0.5613822340965271,0.3437395691871643,0.4731696844100952,0.5094989538192749,0.4430617690086365,0.6714808344841003,0.6741472482681274,0.4323965609073639,0.6569269299507141,0.5189423561096191,0.51283198595047,0.4950561225414276,0.6754805445671082,0.6218199133872986,0.6240416765213013,0.34573936462402344,0.4580603539943695,0.5000555515289307,0.6340407133102417,0.5290521383285522,0.5402732491493225,0.6194866299629211,0.4892791211605072,0.4709477424621582,0.32229769229888916,0.5702699422836304,0.4597266614437103,0.5804909467697144,0.5407177209854126,0.31963106989860535,0.4765024781227112,0.26763686537742615,0.31729817390441895,0.5928230285644531,0.560382068157196,0.48205745220184326,0.5296080112457275,0.5574935674667358,0.7330296635627747,0.7089211940765381,0.6419287919998169,0.5803797841072083,0.6200422644615173,0.40495505928993225,0.4943894147872925,0.42117545008659363,0.43350741267204285,0.3055216670036316,0.4687255918979645,0.6111542582511902,0.3794023096561432,0.7764694094657898,0.7719141244888306,0.3909566104412079,0.6788133978843689,0.5781580209732056,0.3491835594177246
Q,0.3084104061126709,0.5274969339370728,0.5401620864868164,0.4140651524066925,0.7234750390052795,0.6318185925483704,0.2728586792945862,0.5532718300819397,0.5200532078742981,0.5983779430389404,0.5464949011802673,0.5100545883178711,0.3950671851634979,0.7129207849502563,0.43972885608673096,0.2609710395336151,0.39406731724739075,0.3437395691871643,0.254416286945343,0.4605044424533844,0.655260443687439,0.2593045234680176,0.37951338291168213,0.5553827881813049,0.4727252125740051,0.6168203949928284,0.6649260520935059,0.6358181834220886,0.6771469712257385,0.607265830039978,0.4602822959423065,0.5380513072013855,0.3358515799045563,0.6284857392311096,0.49672260880470276,0.6168203949928284,0.43761810660362244,0.5269414782524109,0.6330407857894897,0.32074224948883057,0.49005669355392456,0.5436062812805176,0.49338969588279724,0.4973892271518707,0.4921676814556122,0.8693477511405945,0.3348517417907715,0.5229417681694031,0.3211866319179535,0.6324852705001831,0.3649594783782959,0.4280635118484497,0.40784358978271484,0.16375967860221863,0.4213975965976715,0.3699589967727661,0.5431618690490723,0.6688145399093628,0.5542716979980469,0.5413843393325806,0.7312521934509277,0.5972669720649719,0.5474947094917297,0.6313742995262146,0.542717456817627,0.38051339983940125,0.3564048111438751,0.6011552214622498,0.601822018623352,0.7152537703514099,0.5357183814048767,0.4743918180465698,0.5659370422363281,0.3482947051525116,0.47772473096847534,0.514054000377655,0.44761693477630615,0.67603600025177,0.6787025332450867,0.43695148825645447,0.6614819765090942,0.5234974026679993,0.5173870325088501,0.49961116909980774,0.6800355315208435,0.6263747811317444,0.628596842288971,0.35029441118240356,0.4626151919364929,0.5046105980873108,0.6385956406593323,0.5336074233055115,0.5448282957077026,0.6240416765213013,0.4938339591026306,0.47550269961357117,0.32685256004333496,0.5748250484466553,0.46428170800209045,0.585046112537384,0.5452727675437927,0.324186235666275,0.4810577630996704,0.272192120552063,0.3218531310558319,0.5973780751228333,0.5649371147155762,0.4866127073764801,0.5341628193855286,0.562048614025116,0.7375845909118652,0.7134762406349182,0.6464837193489075,0.5849350094795227,0.6245973110198975,0.4095101058483124,0.49894455075263977,0.42573052644729614,0.438062459230423,0.3100767135620117,0.47328075766563416,0.6157093048095703,0.3839573562145233,0.7810242176055908,0.7764694094657898,0.395511656999588,0.6833685040473938,0.5827130675315857,0.35373860597610474
S,0.33296293020248413,0.5520498752593994,0.5647150278091431,0.438618004322052,0.7480279803276062,0.656371533870697,0.2974114716053009,0.5778246521949768,0.5446061491966248,0.6229308247566223,0.5710476636886597,0.5346071124076843,0.41962000727653503,0.7374735474586487,0.46428170800209045,0.2855239808559418,0.41862010955810547,0.36829251050949097,0.27896904945373535,0.4850572645664215,0.6798133850097656,0.2838573753833771,0.40406620502471924,0.5799354910850525,0.4972781538963318,0.6413731575012207,0.6894789338111877,0.6603711247444153,0.7016996741294861,0.6318185925483704,0.48483502864837646,0.5626042485237122,0.36040452122688293,0.6530386805534363,0.5212754607200623,0.6413731575012207,0.46217092871665955,0.5514942407608032,0.6575935482978821,0.34529489278793335,0.5146095156669617,0.5681589841842651,0.5179424285888672,0.5219419598579407,0.5167204141616821,0.8939005732536316,0.3594045341014862,0.5474947094917297,0.34573936462402344,0.6570380926132202,0.3895123302936554,0.4526163637638092,0.4323965609073639,0.18831251561641693,0.44595053791999817,0.39451172947883606,0.5677146315574646,0.6933673620223999,0.578824520111084,0.5659370422363281,0.755804717540741,0.6218199133872986,0.5720474123954773,0.6559271216392517,0.5672702789306641,0.40506601333618164,0.3809577524662018,0.6257081627845764,0.6263747811317444,0.7398066520690918,0.5602709054946899,0.49894455075263977,0.5904899835586548,0.3728474974632263,0.5022774934768677,0.5386068224906921,0.47216978669166565,0.7005888223648071,0.7032550573348999,0.46150434017181396,0.6860349178314209,0.5480501651763916,0.5419397354125977,0.5241640210151672,0.7045883536338806,0.6509276032447815,0.6531496644020081,0.3748473525047302,0.4871681332588196,0.5291635394096375,0.6631485223770142,0.5581602454185486,0.5693812370300293,0.6485946178436279,0.5183869004249573,0.5000555515289307,0.3514055013656616,0.5993777513504028,0.4888344407081604,0.6095989346504211,0.5698257088661194,0.3487390875816345,0.505610466003418,0.29674485325813293,0.3464059829711914,0.6219308972358704,0.5894901156425476,0.51116544008255,0.5587157011032104,0.5866013169288635,0.7621375322341919,0.7380289435386658,0.6710364818572998,0.609487771987915,0.649150013923645,0.4340628385543823,0.5234974026679993,0.4502832591533661,0.4626151919364929,0.3346296548843384,0.49783357977867126,0.6402620673179626,0.4085102081298828,0.8055772185325623,0.801021933555603,0.4200645983219147,0.7079212665557861,0.607265830039978,0.3782913386821747
P,0.3418509066104889,0.5609375238418579,0.5736029744148254,0.4475058615207672,0.7569159865379333,0.6652594804763794,0.3062993288040161,0.5867125988006592,0.5534939169883728,0.6318185925483704,0.5799354910850525,0.5434952974319458,0.42850789427757263,0.746361494064331,0.4731696844100952,0.2944117486476898,0.42750808596611023,0.3771803677082062,0.2878569960594177,0.4939451515674591,0.6887011528015137,0.2927452325820923,0.412954181432724,0.5888234972953796,0.5061659216880798,0.6502611041069031,0.6983667612075806,0.6692588925361633,0.7105876803398132,0.6407065391540527,0.4937227964401245,0.5714920163154602,0.36929240822792053,0.6619264483451843,0.5301634073257446,0.6502611041069031,0.47105881571769714,0.560382068157196,0.6664814949035645,0.3541830778121948,0.5234974026679993,0.5770469903945923,0.5268304347991943,0.530829906463623,0.5256081819534302,0.9027884602546692,0.36829251050949097,0.5563826560974121,0.3546273410320282,0.6659258604049683,0.39840030670166016,0.46150434017181396,0.44128429889678955,0.1972004920244217,0.4548383951187134,0.4033997058868408,0.576602578163147,0.702255368232727,0.5877124071121216,0.5748250484466553,0.7646929025650024,0.6307076811790466,0.5809355974197388,0.6648150086402893,0.5761582255363464,0.4139539897441864,0.38984552025794983,0.6345961689949036,0.6352627277374268,0.7486944794654846,0.5691590905189514,0.507832407951355,0.5993777513504028,0.3817354142665863,0.51116544008255,0.5474947094917297,0.4810577630996704,0.7094765901565552,0.7121430039405823,0.470392107963562,0.694922685623169,0.556938111782074,0.5508277416229248,0.5330518484115601,0.7134762406349182,0.6598154902458191,0.6620376110076904,0.38373512029647827,0.4960559010505676,0.5380513072013855,0.6720362901687622,0.5670481324195862,0.5782691240310669,0.657482385635376,0.5272746682167053,0.5089433193206787,0.3602934777736664,0.60826575756073,0.4977226257324219,0.6184868216514587,0.5787134766578674,0.35762694478034973,0.514498233795166,0.3056328296661377,0.3552939295768738,0.630818784236908,0.5983779430389404,0.5200532078742981,0.5676035284996033,0.595489501953125,0.7710254192352295,0.7469169497489929,0.6799245476722717,0.6183757185935974,0.6580377817153931,0.4429508149623871,0.5323853492736816,0.45917123556137085,0.4715031683444977,0.3435174226760864,0.506721556186676,0.649150013923645,0.417398065328598,0.8144649863243103,0.8099098801612854,0.4289523661136627,0.7168091535568237,0.6161537766456604,0.38717931509017944
A,0.3575158715248108,0.576602578163147,0.5892679691314697,0.4631706476211548,0.7725807428359985,0.6809242367744446,0.321964293718338,0.6023774743080139,0.5691590905189514,0.647483766078949,0.5956004858016968,0.559160053730011,0.44417285919189453,0.7620262503623962,0.4888344407081604,0.3100767135620117,0.44317305088043213,0.3928453326225281,0.3035218417644501,0.509610116481781,0.7043663263320923,0.3084104061126709,0.4286191761493683,0.6044884324073792,0.5218309164047241,0.6659258604049683,0.7140316367149353,0.6849238872528076,0.7262526750564575,0.656371533870697,0.5093879699707031,0.5871569514274597,0.3849571645259857,0.6775912046432495,0.5458282232284546,0.6659258604049683,0.4867236614227295,0.5760470628738403,0.6821464896202087,0.36984783411026,0.5391623973846436,0.5927119255065918,0.5424951910972595,0.5464949011802673,0.5412731170654297,0.9184533953666687,0.3839573562145233,0.5720474123954773,0.3702920973300934,0.6815908551216125,0.4140651524066925,0.47716930508613586,0.4569490849971771,0.21286526322364807,0.47050338983535767,0.41906458139419556,0.5922675728797913,0.7179201245307922,0.6033774018287659,0.5904899835586548,0.7803576588630676,0.6463724374771118,0.5966004133224487,0.6804800033569336,0.591823160648346,0.4296189546585083,0.40551069378852844,0.6502611041069031,0.6509276032447815,0.7643594741821289,0.5848238468170166,0.5234974026679993,0.6150427460670471,0.3974004089832306,0.5268304347991943,0.563159704208374,0.49672260880470276,0.7251417636871338,0.7278079986572266,0.4860570728778839,0.7105876803398132,0.5726031064987183,0.56649249792099,0.5487168431282043,0.7291411757469177,0.6754805445671082,0.6777024269104004,0.39940008521080017,0.5117208957672119,0.553716242313385,0.6877014636993408,0.5827130675315857,0.5939340591430664,0.6731475591659546,0.5429396629333496,0.5246084928512573,0.37595823407173157,0.6239306926727295,0.5133873820304871,0.6341517567634583,0.5943784713745117,0.37329190969467163,0.5301634073257446,0.32129770517349243,0.37095871567726135,0.6464837193489075,0.6140429377555847,0.5357183814048767,0.5832685232162476,0.6111542582511902,0.786690354347229,0.7625818848609924,0.6955894231796265,0.6340407133102417,0.6737030148506165,0.458615779876709,0.5480501651763916,0.47483620047569275,0.4871681332588196,0.3591821789741516,0.5223863124847412,0.6648150086402893,0.4330630600452423,0.8301299214363098,0.8255748748779297,0.4446173310279846,0.7324740886688232,0.6318185925483704,0.40284407138824463
T,0.3960670828819275,0.6151539087295532,0.6278191804885864,0.5017220377922058,0.8111321330070496,0.7194756269454956,0.3605155944824219,0.6409288048744202,0.6077103018760681,0.6860349178314209,0.6341517567634583,0.5977112650871277,0.48272404074668884,0.8005776405334473,0.5273858308792114,0.34862813353538513,0.48172426223754883,0.43139663338661194,0.34207314252853394,0.5481613278388977,0.7429172992706299,0.3469614088535309,0.46717026829719543,0.6430396437644958,0.560382068157196,0.704477071762085,0.7525829672813416,0.7234750390052795,0.7648038268089294,0.694922685623169,0.5479391813278198,0.6257081627845764,0.42350858449935913,0.7161426544189453,0.5843796133995056,0.704477071762085,0.5252749919891357,0.6145983338356018,0.7206977009773254,0.4083990454673767,0.577713668346405,0.6312631368637085,0.5810464024543762,0.585046112537384,0.5798243284225464,0.957004725933075,0.4225086569786072,0.6105988621711731,0.4088435173034668,0.7201422452926636,0.4526163637638092,0.5157204866409302,0.49550047516822815,0.2514166533946991,0.5090546011924744,0.4576158821582794,0.630818784236908,0.7564713954925537,0.6419287919998169,0.6290411949157715,0.8189088106155396,0.6849238872528076,0.6351515650749207,0.7190312743186951,0.6303743720054626,0.468170166015625,0.44406190514564514,0.6888123154640198,0.6894789338111877,0.8029108047485352,0.6233750581741333,0.562048614025116,0.6535941362380981,0.4359515309333801,0.5653815865516663,0.601711094379425,0.5352739095687866,0.7636927962303162,0.7663592100143433,0.5246084928512573,0.7491388916969299,0.6111542582511902,0.605043888092041,0.587268054485321,0.767692506313324,0.7140316367149353,0.7162536978721619,0.4379515051841736,0.5502722859382629,0.5922675728797913,0.7262526750564575,0.6212642788887024,0.6324852705001831,0.7116987705230713,0.5814910531044006,0.563159704208374,0.4145096242427826,0.6624819040298462,0.5519385933876038,0.6727030873298645,0.6329296231269836,0.4118432104587555,0.5687146186828613,0.35984888672828674,0.4095101058483124,0.6850349307060242,0.6525942087173462,0.5742693543434143,0.6218199133872986,0.6497054696083069,0.8252415657043457,0.8011330962181091,0.7341406345367432,0.6725919246673584,0.7122541666030884,0.4971669912338257,0.5866013169288635,0.5133873820304871,0.5257193446159363,0.397733598947525,0.5609375238418579,0.703366219997406,0.47161436080932617,0.8686813116073608,0.8641260862350464,0.48316875100135803,0.7710254192352295,0.6703699827194214,0.44139549136161804
