,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.6944386959075928,0.8003409504890442,0.7334327697753906,0.6338164210319519,0.7376943230628967,0.7857447266578674,0.6916684508323669,0.6035587191581726,0.6200723648071289,0.6738761067390442,0.7088217735290527,0.768804669380188,0.6571489572525024,0.8264436721801758,0.702003002166748,0.6031323075294495,0.7726401686668396,0.8270828723907471,0.7355635762214661,0.7257617712020874,0.7665671706199646,0.5637120604515076,0.6524611711502075,0.7855316400527954,0.5795866847038269,0.5641379952430725,0.8165352940559387,0.7368420362472534,0.6170892715454102,0.7118048667907715,0.6880460381507874,0.7357766628265381,0.724057137966156,0.7270403504371643,0.7529299259185791,0.6969953775405884,0.7499467730522156,0.6571489572525024,0.735137403011322,0.6016407608985901,0.774770975112915,0.677711546421051,0.6903899908065796,0.7062646150588989,0.7552738189697266,0.6658853888511658,0.6520349979400635,0.734711229801178,0.6410612463951111,0.7105262875556946,0.8092905879020691,0.8645855784416199,0.5795866847038269,0.5885361433029175,0.6222033500671387,0.6217771768569946,0.6370126008987427,0.677711546421051,0.5302579998970032,0.5825697779655457,0.7773278951644897,0.6660984754562378,0.6183679103851318,0.6162369251251221,0.7094608545303345,0.8294268250465393,0.6440443396568298,0.6419135928153992,0.731515109539032,0.5382484197616577,0.551459550857544,0.6649265289306641,0.7158535122871399,0.7362030148506165,0.6001492142677307,0.8891965746879578,0.7537822723388672,0.6044108271598816,0.6170892715454102,0.6484124660491943,0.5924782156944275,0.6955040693283081,0.6747282147407532,0.7150012254714966,0.731728196144104,0.7090347409248352,0.7902194261550903,0.6836779117584229,0.6179415583610535,0.7264010310173035,0.7518645524978638,0.7533560991287231,0.6755805611610413,0.61240154504776,0.8146176338195801,0.7101001143455505,0.8035372495651245,0.8112081289291382,0.6845302581787109,0.6537396311759949,0.781909167766571,0.6626889705657959,0.6792030930519104,0.6402087211608887,0.6963563561439514,0.6965694427490234,0.7634775042533875,0.6344555616378784,0.8253782391548157,0.6560835838317871,0.7412103414535522,0.7563391923904419,0.73130202293396,0.7135095000267029,0.783613920211792,0.7730661630630493,0.6219900250434875,0.690176784992218,0.7737056016921997,0.7809504270553589,0.6967825293540955,0.7257617712020874,0.7012571692466736,0.7912848591804504,0.6399958729743958,0.4844449460506439,0.663861095905304,0.8292137980461121,0.6215640902519226
I,0.6715320348739624,0.7774345278739929,0.7105262875556946,0.6109098792076111,0.7147881388664246,0.7628383040428162,0.6687619090080261,0.5806520581245422,0.597166121006012,0.6509696245193481,0.6859151124954224,0.7458980679512024,0.6342425346374512,0.8035372495651245,0.679096519947052,0.580225944519043,0.7497336864471436,0.8041764497756958,0.7126571536064148,0.7028553485870361,0.7436607480049133,0.540805459022522,0.6295547485351562,0.7626252174377441,0.5566801428794861,0.5412318110466003,0.7936286926269531,0.7139358520507812,0.5941828489303589,0.6888984441757202,0.6651396155357361,0.7128704190254211,0.70115065574646,0.7041338086128235,0.7300234436988831,0.6740891933441162,0.7270403504371643,0.6342425346374512,0.7122309803962708,0.5787343978881836,0.7518645524978638,0.6548051238059998,0.6674835681915283,0.6833581924438477,0.7323673963546753,0.6429789662361145,0.6291284561157227,0.7118048667907715,0.6181546449661255,0.6876198649406433,0.7863840460777283,0.8416791558265686,0.5566801428794861,0.565629780292511,0.5992969274520874,0.5988707542419434,0.6141060590744019,0.6548051238059998,0.5073513388633728,0.5596633553504944,0.7544214725494385,0.6431920528411865,0.5954613089561462,0.5933305025100708,0.686554491519928,0.8065203428268433,0.6211379766464233,0.6190069317817688,0.7086085677146912,0.515342116355896,0.5285533666610718,0.642020046710968,0.6929469108581543,0.7132964134216309,0.5772426128387451,0.866290271282196,0.7308757305145264,0.5815044045448303,0.5941828489303589,0.6255060434341431,0.5695717930793762,0.6725974678993225,0.6518219113349915,0.692094624042511,0.7088217735290527,0.6861283183097839,0.7673130631446838,0.6607713103294373,0.5950352549552917,0.7034946084022522,0.7289580702781677,0.7304496169090271,0.65267413854599,0.5894950032234192,0.7917109727859497,0.6871936917304993,0.7806308269500732,0.7883017659187317,0.6616235971450806,0.6308332085609436,0.7590028047561646,0.6397827863693237,0.6562966704368591,0.6173025369644165,0.6734498739242554,0.6736628413200378,0.740571141242981,0.6115491390228271,0.8024717569351196,0.6331770420074463,0.7183038592338562,0.7334327697753906,0.7083954811096191,0.6906030774116516,0.7607074975967407,0.750159740447998,0.5990838408470154,0.6672703623771667,0.7507990598678589,0.7580438256263733,0.6738761067390442,0.7028553485870361,0.6783507466316223,0.7683784365653992,0.6170892715454102,0.46153852343559265,0.6409546732902527,0.8063073754310608,0.598657488822937
V,0.6136798858642578,0.7195823788642883,0.65267413854599,0.5530577301979065,0.6569358706474304,0.7049861550331116,0.6109098792076111,0.5228000283241272,0.5393140912055969,0.5931174755096436,0.6280630826950073,0.6880460381507874,0.5763905048370361,0.7456851005554199,0.6212444305419922,0.5223736763000488,0.691881537437439,0.7463243007659912,0.6548051238059998,0.6450031995773315,0.6858087182044983,0.48295339941978455,0.5717025995254517,0.7047730684280396,0.49882811307907104,0.4833795428276062,0.7357766628265381,0.6560835838317871,0.5363308191299438,0.6310462951660156,0.6072874665260315,0.6550182104110718,0.6432985067367554,0.6462816596031189,0.6721712946891785,0.6162369251251221,0.6691882014274597,0.5763905048370361,0.6543789505958557,0.5208823084831238,0.6940122842788696,0.5969530940055847,0.6096314191818237,0.6255060434341431,0.6745151281356812,0.5851269364356995,0.5712763071060181,0.6539527177810669,0.5603026151657104,0.6297677159309387,0.7285318970680237,0.783827006816864,0.49882811307907104,0.5077775120735168,0.5414448976516724,0.5410184860229492,0.5562540292739868,0.5969530940055847,0.44949930906295776,0.5018113255500793,0.6965694427490234,0.5853400230407715,0.5376092791557312,0.5354783535003662,0.6287023425102234,0.7486681938171387,0.5632857084274292,0.5611549019813538,0.6507564187049866,0.457489937543869,0.47070109844207764,0.5841679573059082,0.6350948810577393,0.655444324016571,0.5193905830383301,0.8084381222724915,0.6730237007141113,0.5236523151397705,0.5363308191299438,0.567654013633728,0.5117196440696716,0.6147453784942627,0.5939697623252869,0.6342425346374512,0.6509696245193481,0.6282761693000793,0.7094608545303345,0.6029192805290222,0.5371829867362976,0.6456425786018372,0.6711059212684631,0.6725974678993225,0.5948220491409302,0.5316428542137146,0.7338589429855347,0.6293415427207947,0.7227786779403687,0.7304496169090271,0.6037715673446655,0.572981059551239,0.70115065574646,0.5819305181503296,0.598444402217865,0.5594502687454224,0.6155978441238403,0.6158108115196228,0.6827189922332764,0.5536969900131226,0.7446197271347046,0.5753250122070312,0.6604517698287964,0.6755805611610413,0.6505433320999146,0.6327509880065918,0.7028553485870361,0.692307710647583,0.5412318110466003,0.6094182133674622,0.6929469108581543,0.7001917958259583,0.61602383852005,0.6450031995773315,0.6204987168312073,0.7105262875556946,0.5592371821403503,0.4036862850189209,0.5831025242805481,0.7484552264213562,0.540805459022522
L,0.5920520424842834,0.6979544162750244,0.6310462951660156,0.5314297676086426,0.6353079676628113,0.6833581924438477,0.5892819166183472,0.501171886920929,0.5176858305931091,0.5714895129203796,0.6064351201057434,0.6664180755615234,0.5547624826431274,0.724057137966156,0.5996164679527283,0.500745952129364,0.670253574848175,0.7246963977813721,0.6331770420074463,0.6233752965927124,0.6641807556152344,0.4613255560398102,0.5500746369361877,0.6831451654434204,0.47720006108283997,0.4617516100406647,0.7141487002372742,0.6344555616378784,0.5147027373313904,0.6094182133674622,0.5856595635414124,0.6333901286125183,0.6216706037521362,0.6246538162231445,0.6505433320999146,0.5946090221405029,0.6475602388381958,0.5547624826431274,0.6327509880065918,0.49925416707992554,0.6723844408988953,0.5753250122070312,0.588003396987915,0.6038781404495239,0.6528872847557068,0.5634987950325012,0.5496484637260437,0.632324755191803,0.5386746525764465,0.6081398725509644,0.7069038152694702,0.7621990442276001,0.47720006108283997,0.48614954948425293,0.5198169350624084,0.5193905830383301,0.5346260666847229,0.5753250122070312,0.42787134647369385,0.48018327355384827,0.6749415397644043,0.5637120604515076,0.5159813165664673,0.5138505697250366,0.607074499130249,0.7270403504371643,0.5416577458381653,0.5395269393920898,0.6291284561157227,0.4358620047569275,0.4490731358528137,0.5625399947166443,0.6134669184684753,0.6338164210319519,0.4977627396583557,0.7868102192878723,0.6513957381248474,0.5020241737365723,0.5147027373313904,0.5460259914398193,0.4900917112827301,0.5931174755096436,0.572341799736023,0.6126145124435425,0.6293415427207947,0.6066482067108154,0.6878329515457153,0.5812913179397583,0.5155550837516785,0.6240144968032837,0.6494779586791992,0.6509696245193481,0.573194146156311,0.5100149512290955,0.7122309803962708,0.6077136397361755,0.70115065574646,0.7088217735290527,0.5821438431739807,0.5513530969619751,0.6795227527618408,0.5603026151657104,0.5768165588378906,0.5378223657608032,0.5939697623252869,0.5941828489303589,0.6610909700393677,0.5320691466331482,0.7229916453361511,0.5536969900131226,0.6388238668441772,0.6539527177810669,0.6289154291152954,0.6111229658126831,0.6812273859977722,0.6706797480583191,0.5196036696434021,0.5877903699874878,0.6713190674781799,0.6785638332366943,0.5943959355354309,0.6233752965927124,0.5988707542419434,0.6888984441757202,0.5376092791557312,0.38205844163894653,0.5614745020866394,0.7268271446228027,0.5191776156425476
T,0.6344555616378784,0.7403579950332642,0.6734498739242554,0.5738334655761719,0.677711546421051,0.7257617712020874,0.6316854953765869,0.543575644493103,0.5600895285606384,0.6138930916786194,0.6488386988639832,0.7088217735290527,0.597166121006012,0.7664607167243958,0.642020046710968,0.5431495308876038,0.7126571536064148,0.7670999765396118,0.6755805611610413,0.6657788157463074,0.706584095954895,0.5037290453910828,0.5924782156944275,0.7255486845970154,0.5196036696434021,0.504155158996582,0.7565522789955139,0.6768592000007629,0.5571064352989197,0.6518219113349915,0.6280630826950073,0.6757938265800476,0.6640741229057312,0.6670573949813843,0.6929469108581543,0.6370126008987427,0.6899638175964355,0.597166121006012,0.6751545667648315,0.5416577458381653,0.7147881388664246,0.6177284717559814,0.6304070353507996,0.6462816596031189,0.6952909827232361,0.605902373790741,0.5920520424842834,0.6747282147407532,0.5810782313346863,0.6505433320999146,0.7493075132369995,0.8046026229858398,0.5196036696434021,0.5285533666610718,0.5622202754020691,0.5617943406105042,0.5770296454429626,0.6177284717559814,0.4702749252319336,0.5225867629051208,0.7173448801040649,0.6061154007911682,0.558384895324707,0.5562540292739868,0.6494779586791992,0.7694438099861145,0.5840615630149841,0.5819305181503296,0.6715320348739624,0.47826558351516724,0.49147671461105347,0.604943573474884,0.6558704972267151,0.6762199997901917,0.5401661992073059,0.8292137980461121,0.6937992572784424,0.5444279909133911,0.5571064352989197,0.5884295105934143,0.5324952602386475,0.6355210542678833,0.6147453784942627,0.6550182104110718,0.671745240688324,0.6490517854690552,0.7302366495132446,0.623694896697998,0.557958722114563,0.6664180755615234,0.691881537437439,0.6933732628822327,0.6155978441238403,0.55241858959198,0.7546345591545105,0.6501171588897705,0.7435542941093445,0.7512253522872925,0.6245471835136414,0.5937566757202148,0.7219262719154358,0.6027061939239502,0.6192202568054199,0.580225944519043,0.6363733410835266,0.6365864276885986,0.7034946084022522,0.5744726061820984,0.7653952240943909,0.5961006283760071,0.6812273859977722,0.6963563561439514,0.6713190674781799,0.6535266637802124,0.723630964756012,0.7130833268165588,0.5620072484016418,0.6301938891410828,0.7137225270271301,0.7209674119949341,0.636799693107605,0.6657788157463074,0.6412741541862488,0.73130202293396,0.580012857913971,0.42446210980415344,0.6038781404495239,0.769230842590332,0.5615810751914978
Q,0.6494779586791992,0.7553803324699402,0.6884722709655762,0.5888558030128479,0.6927339434623718,0.7407841682434082,0.6467079520225525,0.558597981929779,0.5751118659973145,0.6289154291152954,0.663861095905304,0.723844051361084,0.6121883392333984,0.7814830541610718,0.6570424437522888,0.558171808719635,0.7276794910430908,0.7821223735809326,0.6906030774116516,0.6808012127876282,0.7216066718101501,0.5187512040138245,0.6075005531311035,0.740571141242981,0.5346260666847229,0.5191776156425476,0.7715747952461243,0.691881537437439,0.5721287727355957,0.6668442487716675,0.6430854797363281,0.6908161640167236,0.679096519947052,0.6820797324180603,0.7079693675041199,0.6520349979400635,0.7049861550331116,0.6121883392333984,0.690176784992218,0.5566801428794861,0.729810357093811,0.6327509880065918,0.6454293727874756,0.6613041162490845,0.7103133201599121,0.6209246516227722,0.607074499130249,0.6897506713867188,0.5961006283760071,0.6655657887458801,0.7643298506736755,0.8196250796318054,0.5346260666847229,0.543575644493103,0.5772426128387451,0.5768165588378906,0.5920520424842834,0.6327509880065918,0.4852972626686096,0.5376092791557312,0.7323673963546753,0.6211379766464233,0.5734072327613831,0.5712763071060181,0.6645002961158752,0.7844662070274353,0.5990838408470154,0.5969530940055847,0.686554491519928,0.4932878911495209,0.5064990520477295,0.6199659109115601,0.6708928346633911,0.6912422776222229,0.5551885366439819,0.8442360758781433,0.7088217735290527,0.5594502687454224,0.5721287727355957,0.6034520268440247,0.5475175380706787,0.6505433320999146,0.6297677159309387,0.670040488243103,0.686767578125,0.6640741229057312,0.7452589273452759,0.6387174129486084,0.572981059551239,0.6814404726028442,0.7069038152694702,0.7083954811096191,0.6306201219558716,0.5674408674240112,0.7696568965911865,0.6651396155357361,0.7585765719413757,0.7662475109100342,0.6395695209503174,0.6087790131568909,0.7369486093521118,0.6177284717559814,0.6342425346374512,0.5952483415603638,0.6513957381248474,0.6516087055206299,0.7185169458389282,0.5894950032234192,0.7804176211357117,0.6111229658126831,0.6962497234344482,0.7113786935806274,0.686341404914856,0.6685489416122437,0.738653302192688,0.7281057238578796,0.5770296454429626,0.6452162861824036,0.7287448644638062,0.7359897494316101,0.6518219113349915,0.6808012127876282,0.6562966704368591,0.7463243007659912,0.5950352549552917,0.4394843280315399,0.6189005374908447,0.7842531800270081,0.5766034722328186
S,0.6155978441238403,0.7215000987052917,0.6545920372009277,0.5549755692481995,0.6588535904884338,0.7069038152694702,0.612827718257904,0.5247177481651306,0.5412318110466003,0.5950352549552917,0.6299809217453003,0.6899638175964355,0.5783082246780396,0.7476028203964233,0.6231622099876404,0.5242915749549866,0.6937992572784424,0.7482420206069946,0.6567228436470032,0.646920919418335,0.6877263784408569,0.4848710894584656,0.5736203193664551,0.7066908478736877,0.500745952129364,0.4852972626686096,0.7376943230628967,0.6580013036727905,0.5382484197616577,0.632964015007019,0.6092052459716797,0.6569358706474304,0.6452162861824036,0.6481994986534119,0.6740891933441162,0.6181546449661255,0.6711059212684631,0.5783082246780396,0.6562966704368591,0.5228000283241272,0.695930004119873,0.5988707542419434,0.6115491390228271,0.627423882484436,0.6764330863952637,0.5870445966720581,0.573194146156311,0.6558704972267151,0.5622202754020691,0.6316854953765869,0.7304496169090271,0.7857447266578674,0.500745952129364,0.5096952319145203,0.543362557888031,0.5429362058639526,0.558171808719635,0.5988707542419434,0.4514172077178955,0.5037290453910828,0.6984871625900269,0.5872576832771301,0.5395269393920898,0.5373963117599487,0.6306201219558716,0.7505859732627869,0.5652033686637878,0.5630726218223572,0.65267413854599,0.4594077467918396,0.47261878848075867,0.5860856175422668,0.6370126008987427,0.6573620438575745,0.5213083028793335,0.810356080532074,0.6749415397644043,0.5255700349807739,0.5382484197616577,0.5695717930793762,0.513637363910675,0.6166630983352661,0.5958876013755798,0.6361602544784546,0.6528872847557068,0.6301938891410828,0.7113786935806274,0.6048369407653809,0.5391008257865906,0.6475602388381958,0.6730237007141113,0.6745151281356812,0.5967397689819336,0.5335606932640076,0.7357766628265381,0.6312592625617981,0.7246963977813721,0.7323673963546753,0.6056894659996033,0.5748988389968872,0.7030683159828186,0.583848237991333,0.6003623008728027,0.5613679885864258,0.6175156235694885,0.6177284717559814,0.6846367716789246,0.5556147694587708,0.7465373873710632,0.5772426128387451,0.6623695492744446,0.677498459815979,0.6524611711502075,0.6346685886383057,0.7047730684280396,0.6942253708839417,0.5431495308876038,0.6113361716270447,0.6948646306991577,0.702109694480896,0.6179415583610535,0.646920919418335,0.6224164366722107,0.7124440670013428,0.5611549019813538,0.40560397505760193,0.5850202441215515,0.7503728866577148,0.5427231192588806
P,0.6745151281356812,0.7804176211357117,0.7135095000267029,0.6138930916786194,0.7177712321281433,0.7658213973045349,0.671745240688324,0.583635151386261,0.6001492142677307,0.6539527177810669,0.6888984441757202,0.7488813400268555,0.6372256278991699,0.8065203428268433,0.6820797324180603,0.583209216594696,0.7527166604995728,0.8071595430374146,0.7156402468681335,0.7058384418487549,0.7466440200805664,0.5437885522842407,0.632537841796875,0.7656084299087524,0.5596633553504944,0.5442149043083191,0.796612024307251,0.7169189453125,0.597166121006012,0.691881537437439,0.6681228280067444,0.7158535122871399,0.7041338086128235,0.7071170210838318,0.7330066561698914,0.677072286605835,0.7300234436988831,0.6372256278991699,0.7152140736579895,0.5817174911499023,0.7548476457595825,0.6577882170677185,0.6704666614532471,0.686341404914856,0.7353507280349731,0.6459620594978333,0.632111668586731,0.7147881388664246,0.6211379766464233,0.6906030774116516,0.789367139339447,0.8446622490882874,0.5596633553504944,0.5686128735542297,0.6022800207138062,0.6018538475036621,0.6170892715454102,0.6577882170677185,0.5103346705436707,0.5626466870307922,0.7574045658111572,0.6461751461029053,0.598444402217865,0.5963137149810791,0.6895376443862915,0.8095035552978516,0.6241210103034973,0.6219900250434875,0.7115916609764099,0.5183252096176147,0.5315364599227905,0.6450031995773315,0.695930004119873,0.7162795066833496,0.580225944519043,0.8692734837532043,0.7338589429855347,0.5844874978065491,0.597166121006012,0.6284893751144409,0.572554886341095,0.6755805611610413,0.6548051238059998,0.6950777173042297,0.7118048667907715,0.6891114115715027,0.7702962160110474,0.663754403591156,0.5980184674263,0.7064778208732605,0.7319412231445312,0.7334327697753906,0.6556574106216431,0.5924782156944275,0.7946943044662476,0.690176784992218,0.783613920211792,0.7912848591804504,0.6646069288253784,0.6338164210319519,0.7619858980178833,0.6427658796310425,0.6592799425125122,0.6202856302261353,0.6764330863952637,0.6766459345817566,0.7435542941093445,0.6145324110984802,0.8054549694061279,0.6361602544784546,0.7212870121002197,0.7364161014556885,0.7113786935806274,0.6935863494873047,0.7636905908584595,0.7531430125236511,0.6020669341087341,0.670253574848175,0.7537822723388672,0.7610271573066711,0.6768592000007629,0.7058384418487549,0.6813338398933411,0.7713617086410522,0.6200723648071289,0.4645216166973114,0.6439377665519714,0.8092905879020691,0.6016407608985901
A,0.6537396311759949,0.7596420049667358,0.6927339434623718,0.5931174755096436,0.6969953775405884,0.7450458407402039,0.6509696245193481,0.5628597736358643,0.5793735980987549,0.6331770420074463,0.6681228280067444,0.7281057238578796,0.6164502501487732,0.7857447266578674,0.6613041162490845,0.5624333620071411,0.7319412231445312,0.7863840460777283,0.6948646306991577,0.6850629448890686,0.7258682250976562,0.5230131149291992,0.6117622256278992,0.7448326945304871,0.5388877391815186,0.5234390497207642,0.7758363485336304,0.6961430907249451,0.5763905048370361,0.6711059212684631,0.647347092628479,0.6950777173042297,0.6833581924438477,0.686341404914856,0.7122309803962708,0.6562966704368591,0.7092478275299072,0.6164502501487732,0.6944386959075928,0.5609418153762817,0.7340720295906067,0.6370126008987427,0.6496910452842712,0.6655657887458801,0.7145748734474182,0.6251864433288574,0.6113361716270447,0.6940122842788696,0.6003623008728027,0.669827401638031,0.7685915231704712,0.8238866329193115,0.5388877391815186,0.5478371977806091,0.5815044045448303,0.5810782313346863,0.5963137149810791,0.6370126008987427,0.48955902457237244,0.5418708324432373,0.7366289496421814,0.6253995299339294,0.5776689648628235,0.5755380988121033,0.6687619090080261,0.788727879524231,0.6033453941345215,0.6012146472930908,0.6908161640167236,0.4975496530532837,0.5107607841491699,0.6242276430130005,0.6751545667648315,0.6955040693283081,0.5594502687454224,0.8484978675842285,0.7130833268165588,0.5637120604515076,0.5763905048370361,0.6077136397361755,0.5517792701721191,0.6548051238059998,0.6340295076370239,0.6743022799491882,0.6910291910171509,0.6683357954025269,0.7495205998420715,0.6429789662361145,0.5772426128387451,0.6857021450996399,0.7111654877662659,0.7126571536064148,0.6348819136619568,0.5717025995254517,0.7739186882972717,0.6694012880325317,0.7628383040428162,0.7705094218254089,0.6438312530517578,0.6130406856536865,0.7412103414535522,0.6219900250434875,0.638504147529602,0.5995097756385803,0.6556574106216431,0.6558704972267151,0.7227786779403687,0.5937566757202148,0.7846792936325073,0.6153847575187683,0.7005113959312439,0.7156402468681335,0.6906030774116516,0.6728106141090393,0.7429149746894836,0.7323673963546753,0.5812913179397583,0.6494779586791992,0.7330066561698914,0.7402514815330505,0.6560835838317871,0.6850629448890686,0.6605582237243652,0.7505859732627869,0.5992969274520874,0.4437462091445923,0.6231622099876404,0.7885147929191589,0.5808651447296143
S,0.612827718257904,0.7187300324440002,0.6518219113349915,0.5522054433822632,0.6560835838317871,0.7041338086128235,0.6100575923919678,0.5219477415084839,0.5384616851806641,0.5922650098800659,0.627210795879364,0.6871936917304993,0.5755380988121033,0.7448326945304871,0.6203920841217041,0.5215213298797607,0.6910291910171509,0.7454720139503479,0.6539527177810669,0.644150972366333,0.6849563717842102,0.48210108280181885,0.5708501935005188,0.7039207220077515,0.4979757070541382,0.4825272262096405,0.73492431640625,0.6552310585975647,0.5354783535003662,0.6301938891410828,0.6064351201057434,0.6541658043861389,0.6424462199211121,0.6454293727874756,0.6713190674781799,0.6153847575187683,0.6683357954025269,0.5755380988121033,0.6535266637802124,0.5200300216674805,0.6931599974632263,0.5961006283760071,0.6087790131568909,0.6246538162231445,0.6736628413200378,0.5842745900154114,0.5704240202903748,0.6531003713607788,0.5594502687454224,0.6289154291152954,0.7276794910430908,0.7829746007919312,0.4979757070541382,0.5069251656532288,0.54059237241745,0.5401661992073059,0.5554016828536987,0.5961006283760071,0.44864699244499207,0.5009588003158569,0.6957171559333801,0.5844874978065491,0.5367569327354431,0.5346260666847229,0.6278499960899353,0.7478159666061401,0.5624333620071411,0.5603026151657104,0.649904191493988,0.45663753151893616,0.4698485732078552,0.5833156108856201,0.6342425346374512,0.6545920372009277,0.518538236618042,0.8075857162475586,0.6721712946891785,0.5228000283241272,0.5354783535003662,0.5668016076087952,0.5108672380447388,0.6138930916786194,0.5931174755096436,0.6333901286125183,0.6501171588897705,0.627423882484436,0.7086085677146912,0.6020669341087341,0.5363308191299438,0.6447901129722595,0.670253574848175,0.671745240688324,0.5939697623252869,0.5307905673980713,0.7330066561698914,0.6284893751144409,0.7219262719154358,0.729597270488739,0.6029192805290222,0.5721287727355957,0.7002983093261719,0.5810782313346863,0.5975921154022217,0.558597981929779,0.6147453784942627,0.6149584650993347,0.6818666458129883,0.552844762802124,0.743767261505127,0.5744726061820984,0.6595994234085083,0.6747282147407532,0.6496910452842712,0.6318985819816589,0.702003002166748,0.6914553642272949,0.5403794646263123,0.6085660457611084,0.692094624042511,0.6993394494056702,0.6151714324951172,0.644150972366333,0.619646430015564,0.7096739411354065,0.558384895324707,0.4028341770172119,0.5822502374649048,0.7476028203964233,0.5399531126022339
