,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.5987396836280823,0.6171358823776245,0.5429414510726929,0.7360504269599915,0.5101126432418823,0.5821729302406311,0.6823863387107849,0.46508803963661194,0.5122470259666443,0.47210097312927246,0.33682286739349365,0.6294338703155518,0.44425228238105774,0.4462851285934448,0.5269843339920044,0.4851101040840149,0.5608293414115906,0.5929463505744934,0.5358267426490784,0.4755563735961914,0.4788087010383606,0.5609310865402222,0.47850391268730164,0.6200832724571228,0.5916252136230469,0.5409085750579834,0.6932613849639893,0.6617541909217834,0.5222074389457703,0.6244536638259888,0.5456854701042175,0.5165157914161682,0.704441487789154,0.4526882767677307,0.5801402926445007,0.38560810685157776,0.5529016852378845,0.4256528615951538,0.5372496247291565,0.6760850548744202,0.5351152420043945,0.2918996810913086,0.426262766122818,0.5127553343772888,0.47931694984436035,0.489480584859848,0.46132734417915344,0.501473605632782,0.6188637018203735,0.703120231628418,0.6244536638259888,0.6537249088287354,0.3684317469596863,0.6175423860549927,0.5423316359519958,0.5809533596038818,0.7439780831336975,0.7010875940322876,0.3564387261867523,0.5072669386863708,0.5823761820793152,0.5817663669586182,0.38774269819259644,0.4878542721271515,0.6694785356521606,0.7153165340423584,0.7204998731613159,0.5230206847190857,0.5307449102401733,0.46925485134124756,0.4437442421913147,0.6135784983634949,0.7969306111335754,0.6638887524604797,0.6066672205924988,0.5436527729034424,0.651692271232605,0.5552392601966858,0.5408068299293518,0.6036181449890137,0.5392824411392212,0.5021851658821106,0.6366498470306396,0.46498629450798035,0.6044313311576843,0.5407053232192993,0.7160280346870422,0.513771653175354,0.4635632336139679,0.39902418851852417,0.3605041205883026,0.6717145442962646,0.5780056715011597,0.3332655429840088,0.4392721951007843,0.7045429944992065,0.7366602420806885,0.7482466101646423,0.4365280270576477,0.5300336480140686,0.6693769097328186,0.6117490530014038,0.5659111142158508,0.6403088569641113,0.7783312201499939,0.46142905950546265,0.6100212931632996,0.52932208776474,0.5986380577087402,0.4292100965976715,0.4332757592201233,0.36416298151016235,0.5872548222541809,0.4327675402164459,0.4404918849468231,0.6338041424751282,0.48724448680877686,0.6129687428474426,0.5572720766067505,0.6446793079376221,0.590913712978363,0.5871530771255493,0.42717745900154114,0.6008740663528442,0.5666226744651794,0.6023984551429749,0.6171358823776245,0.7160280346870422,0.5816646814346313
I,0.6287223696708679,0.6471186280250549,0.5729239583015442,0.7660330533981323,0.5400955080986023,0.6121556758880615,0.7123690843582153,0.4950706958770752,0.5422298908233643,0.5020835399627686,0.3668055236339569,0.6594164967536926,0.4742351472377777,0.47626790404319763,0.5569671392440796,0.5150929689407349,0.590812087059021,0.6229290962219238,0.565809428691864,0.5055391192436218,0.5087913274765015,0.590913712978363,0.5084866285324097,0.6500660181045532,0.6216078996658325,0.5708914399147034,0.7232440710067749,0.6917369961738586,0.5521901845932007,0.6544364094734192,0.5756682753562927,0.5464986562728882,0.7344241738319397,0.48267102241516113,0.6101229190826416,0.41559097170829773,0.5828844308853149,0.4556357264518738,0.5672324895858765,0.706067681312561,0.5650981068611145,0.3218822181224823,0.4562455117702484,0.5427380800247192,0.5092998147010803,0.5194632411003113,0.49131008982658386,0.5314563512802124,0.6488463282585144,0.7331029176712036,0.6544364094734192,0.6837076544761658,0.39841440320014954,0.6475252509117126,0.5723142623901367,0.610936164855957,0.7739607095718384,0.7310702204704285,0.3864213824272156,0.5372496247291565,0.612358808517456,0.6117490530014038,0.4177253544330597,0.5178371071815491,0.6994612812995911,0.7452992796897888,0.7504827380180359,0.5530033111572266,0.5607277154922485,0.49923771619796753,0.4737270772457123,0.6435612440109253,0.8269132971763611,0.6938712000846863,0.6366498470306396,0.5736355185508728,0.6816748976707458,0.585222065448761,0.5707895755767822,0.6336008906364441,0.5692651271820068,0.5321677923202515,0.6666327118873596,0.4949689507484436,0.6344140768051147,0.5706880688667297,0.7460107803344727,0.5437542796134949,0.49354609847068787,0.4290069341659546,0.39048677682876587,0.7016972899436951,0.6079884171485901,0.3632482886314392,0.46925485134124756,0.7345258593559265,0.7666429877281189,0.7782294750213623,0.46651068329811096,0.5600162744522095,0.699359655380249,0.6417319178581238,0.5958939790725708,0.6702916622161865,0.8083138465881348,0.4914117157459259,0.6400040984153748,0.5593047142028809,0.6286206841468811,0.4591929614543915,0.46325838565826416,0.3941458463668823,0.6172375082969666,0.4627501666545868,0.4704746603965759,0.6637868881225586,0.5172273516654968,0.642951488494873,0.5872548222541809,0.6746619939804077,0.620896577835083,0.6171358823776245,0.457160085439682,0.6308567523956299,0.5966053009033203,0.6323813199996948,0.6471186280250549,0.7460107803344727,0.6116473078727722
V,0.6265880465507507,0.6449841856956482,0.5707895755767822,0.7638986706733704,0.5379611253738403,0.6100212931632996,0.7102348208427429,0.49293631315231323,0.5400955080986023,0.4999491274356842,0.36467114090919495,0.6572822332382202,0.47210097312927246,0.47413352131843567,0.5548327565193176,0.5129585862159729,0.5886775851249695,0.6207947134971619,0.5636752247810364,0.5034047365188599,0.5066571831703186,0.5887793302536011,0.5063521862030029,0.6479316353797913,0.6194735169410706,0.5687568187713623,0.7211098670959473,0.6896024346351624,0.5500558018684387,0.652302086353302,0.5735338926315308,0.5443642735481262,0.7322897911071777,0.480536550283432,0.6079884171485901,0.41345658898353577,0.5807499885559082,0.4535013437271118,0.5650981068611145,0.7039332985877991,0.5629637241363525,0.3197479248046875,0.45411112904548645,0.5406036972999573,0.507165253162384,0.5173290967941284,0.4891757071018219,0.52932208776474,0.6467119455337524,0.7309685349464417,0.652302086353302,0.6815732717514038,0.3962800204753876,0.6453906297683716,0.5701798796653748,0.6088016033172607,0.7718263268470764,0.7289358377456665,0.3842869997024536,0.5351152420043945,0.6102246642112732,0.6096148490905762,0.41559097170829773,0.5157027244567871,0.6973268985748291,0.7431647777557373,0.7483483552932739,0.5508689284324646,0.5585933327674866,0.49710333347320557,0.4715924859046936,0.6414269208908081,0.8247789144515991,0.6917369961738586,0.6345157027244568,0.5715011358261108,0.679540753364563,0.5830877423286438,0.5686554312705994,0.6314666271209717,0.5671307444572449,0.5300336480140686,0.6644984483718872,0.49283456802368164,0.6322796940803528,0.5685536861419678,0.7438763380050659,0.541620135307312,0.4914117157459259,0.4268726706504822,0.3883523941040039,0.6995627880096436,0.6058542728424072,0.36111390590667725,0.4671206772327423,0.7323914766311646,0.7645086050033569,0.7760952115058899,0.4643765091896057,0.5578818917274475,0.6972253322601318,0.6395972967147827,0.5937594175338745,0.6681572794914246,0.8061794638633728,0.48927733302116394,0.637869656085968,0.5571703314781189,0.6264864206314087,0.4570585787296295,0.461124062538147,0.39201125502586365,0.6151031255722046,0.4606159031391144,0.46834027767181396,0.6616525053977966,0.5150929689407349,0.6408171057701111,0.5851203799247742,0.6725277900695801,0.6187619566917419,0.6150014996528625,0.45502591133117676,0.6287223696708679,0.5944709181785583,0.6302469372749329,0.6449841856956482,0.7438763380050659,0.6095131039619446
L,0.5779042840003967,0.5963003635406494,0.522105872631073,0.7152149081230164,0.48927733302116394,0.5613374710083008,0.6615508794784546,0.44425228238105774,0.4914117157459259,0.4512653350830078,0.31598734855651855,0.6085983514785767,0.4234170615673065,0.4254496991634369,0.5061488747596741,0.4642747640609741,0.5399937629699707,0.5721108913421631,0.5149912238121033,0.45472097396850586,0.4579733610153198,0.5400955080986023,0.4576684534549713,0.5992478728294373,0.5707895755767822,0.5200730562210083,0.6724260449409485,0.6409188508987427,0.5013719797134399,0.6036181449890137,0.524850070476532,0.4956803619861603,0.683605968952179,0.4318528473377228,0.5593047142028809,0.364772766828537,0.532066285610199,0.40481752157211304,0.5164142847061157,0.655249297618866,0.5142799019813538,0.2710641324520111,0.40542733669281006,0.4919198751449585,0.4584815204143524,0.4686450660228729,0.4404918849468231,0.4806382954120636,0.5980281829833984,0.6822848320007324,0.6036181449890137,0.632889449596405,0.3475961983203888,0.5967068672180176,0.5214961171150208,0.560117781162262,0.7231426239013672,0.680251955986023,0.33560317754745483,0.48643162846565247,0.5615408420562744,0.5609310865402222,0.36690714955329895,0.46701905131340027,0.6486431956291199,0.6944810748100281,0.6996645331382751,0.5021851658821106,0.5099095106124878,0.4484195113182068,0.4229086935520172,0.5927431583404541,0.7760952115058899,0.6430531144142151,0.585831880569458,0.5228173136711121,0.6308567523956299,0.5344036817550659,0.519971489906311,0.5827826857566833,0.5184470415115356,0.4813497066497803,0.6158146262168884,0.44415074586868286,0.5835957527160645,0.519869863986969,0.6951925158500671,0.49293631315231323,0.4427278935909271,0.37818875908851624,0.3396686911582947,0.6508790850639343,0.5571703314781189,0.3124299943447113,0.41843676567077637,0.6837076544761658,0.7158247232437134,0.7274112701416016,0.41569268703460693,0.5091979503631592,0.6485414505004883,0.590913712978363,0.5450755953788757,0.6194735169410706,0.7574955821037292,0.440593421459198,0.5891858339309692,0.5084866285324097,0.5778025388717651,0.40837475657463074,0.4124402701854706,0.3433275520801544,0.5664193034172058,0.411932110786438,0.4196563959121704,0.6129687428474426,0.4664091467857361,0.5921332836151123,0.5364366769790649,0.623843789100647,0.5700781941413879,0.5663176774978638,0.40634211897850037,0.5800386667251587,0.5457871556282043,0.5815631151199341,0.5963003635406494,0.6951925158500671,0.5608293414115906
T,0.622319221496582,0.640715479850769,0.5665209293365479,0.759630024433136,0.5336925983428955,0.6057525277137756,0.7059659361839294,0.4886675477027893,0.5358267426490784,0.4956803619861603,0.360402375459671,0.6530134677886963,0.4678319990634918,0.4698648452758789,0.5505640506744385,0.5086899995803833,0.5844088196754456,0.6165260672569275,0.5594062805175781,0.4991360604763031,0.5023884177207947,0.5845105648040771,0.5020835399627686,0.6436629891395569,0.6152047514915466,0.5644882917404175,0.716840922832489,0.6853339076042175,0.5457871556282043,0.6480333209037781,0.5692651271820068,0.5400955080986023,0.7280210852622986,0.47626790404319763,0.6037197709083557,0.40918803215026855,0.576481282711029,0.4492325782775879,0.5608293414115906,0.6996645331382751,0.5586949586868286,0.31547918915748596,0.4498424828052521,0.5363349318504333,0.5028966665267944,0.5130603313446045,0.484906941652298,0.5250533223152161,0.6424432396888733,0.7266998291015625,0.6480333209037781,0.6773045063018799,0.39201125502586365,0.6411221027374268,0.5659111142158508,0.6045330762863159,0.7675575613975525,0.7246671319007874,0.3800182342529297,0.5308464765548706,0.6059558987617493,0.6053459048271179,0.4113222062587738,0.5114339590072632,0.6930582523345947,0.7388961315155029,0.7440797686576843,0.5466001629829407,0.5543245673179626,0.49283456802368164,0.4673239588737488,0.637158215045929,0.8205101490020752,0.6874682307243347,0.6302469372749329,0.5672324895858765,0.67527174949646,0.5788189768791199,0.5643865466117859,0.6271977424621582,0.5628620982170105,0.5257646441459656,0.6602298021316528,0.4885658025741577,0.6280109286308289,0.5642849206924438,0.7396076917648315,0.5373513698577881,0.487142950296402,0.4226037859916687,0.38408371806144714,0.6952942609786987,0.6015856266021729,0.3568451404571533,0.46285170316696167,0.7281227111816406,0.760239839553833,0.7718263268470764,0.4601077437400818,0.5536131262779236,0.6929565072059631,0.6353287696838379,0.5894908308982849,0.6638887524604797,0.8019106984138489,0.48500856757164,0.6336008906364441,0.5529016852378845,0.62221759557724,0.4527900218963623,0.45685529708862305,0.38774269819259644,0.6108344793319702,0.45634725689888,0.46407151222229004,0.6573838591575623,0.5108242034912109,0.6365483403205872,0.5808516144752502,0.6682588458061218,0.6144934296607971,0.6107327342033386,0.4507571756839752,0.6244536638259888,0.5902021527290344,0.6259781718254089,0.640715479850769,0.7396076917648315,0.6052443385124207
Q,0.637259840965271,0.6556560397148132,0.581461489200592,0.7745705246925354,0.5486330389976501,0.6206931471824646,0.7209066152572632,0.503607988357544,0.550767183303833,0.5106209516525269,0.37534299492836,0.6679540276527405,0.482772558927536,0.48480531573295593,0.5655045509338379,0.5236304998397827,0.5993494987487793,0.6314666271209717,0.5743468999862671,0.5140765905380249,0.5173290967941284,0.5994510054588318,0.5170239806175232,0.6586034893989563,0.6301453113555908,0.5794287323951721,0.7317817807197571,0.7002743482589722,0.5607277154922485,0.6629738807678223,0.5842057466506958,0.5550360679626465,0.7429616451263428,0.4912084639072418,0.6186604499816895,0.42412838339805603,0.5914217829704285,0.4641731381416321,0.5757697820663452,0.7146049737930298,0.5736355185508728,0.33041974902153015,0.4647829234600067,0.5512754917144775,0.5178371071815491,0.5280007719993591,0.49984750151634216,0.5399937629699707,0.6573838591575623,0.7416403889656067,0.6629738807678223,0.6922451853752136,0.40695181488990784,0.6560625433921814,0.5808516144752502,0.6194735169410706,0.7824981212615967,0.7396076917648315,0.3949586749076843,0.5457871556282043,0.620896577835083,0.6202865839004517,0.426262766122818,0.5263745188713074,0.7079986929893494,0.7538368105888367,0.7590202689170837,0.5615408420562744,0.5692651271820068,0.5077751278877258,0.4822643995285034,0.6520987153053284,0.8354507088661194,0.7024087905883789,0.645187497138977,0.5821729302406311,0.6902124285697937,0.5937594175338745,0.5793271064758301,0.6421384215354919,0.5778025388717651,0.5407053232192993,0.6751701235771179,0.5035063624382019,0.642951488494873,0.579225480556488,0.7545481324195862,0.552291989326477,0.5020835399627686,0.43754440546035767,0.39902418851852417,0.7102348208427429,0.6165260672569275,0.3717857003211975,0.4777923822402954,0.7430632710456848,0.7751803994178772,0.7867668867111206,0.4750481843948364,0.5685536861419678,0.7078970670700073,0.6502692103385925,0.6044313311576843,0.6788291931152344,0.8168512582778931,0.4999491274356842,0.6485414505004883,0.5678422451019287,0.637158215045929,0.4677303731441498,0.47179585695266724,0.4026831388473511,0.6257749199867249,0.47128769755363464,0.47901201248168945,0.6723243594169617,0.5257646441459656,0.6514890193939209,0.5957921743392944,0.6831995248794556,0.6294338703155518,0.6256732940673828,0.4656978249549866,0.6393941640853882,0.6051428318023682,0.6409188508987427,0.6556560397148132,0.7545481324195862,0.6201850175857544
S,0.5643865466117859,0.5827826857566833,0.5085883140563965,0.7016972899436951,0.47575971484184265,0.5478197932243347,0.6480333209037781,0.43073490262031555,0.4778940975666046,0.4377477169036865,0.30246973037719727,0.5950807332992554,0.40989935398101807,0.411932110786438,0.49263134598731995,0.4507571756839752,0.5264762043952942,0.5585933327674866,0.501473605632782,0.4412033259868622,0.4444557726383209,0.526577889919281,0.44415074586868286,0.585730254650116,0.5572720766067505,0.506555438041687,0.6589082479476929,0.6274009943008423,0.4878542721271515,0.5901005268096924,0.5113323330879211,0.4821626543998718,0.6700884103775024,0.4183351397514343,0.5457871556282043,0.3512551784515381,0.5185485482215881,0.39129993319511414,0.5028966665267944,0.6417319178581238,0.5007621049880981,0.2575465440750122,0.39190971851348877,0.47840216755867004,0.44496381282806396,0.45512765645980835,0.42697417736053467,0.4671206772327423,0.5845105648040771,0.6687670946121216,0.5901005268096924,0.619371771812439,0.3340786099433899,0.5831892490386963,0.5079784989356995,0.5466001629829407,0.7096248865127563,0.6667344570159912,0.32208558917045593,0.47291383147239685,0.5480232238769531,0.5474132299423218,0.35338956117630005,0.4535013437271118,0.635125458240509,0.680963397026062,0.6861469149589539,0.4886675477027893,0.49639180302619934,0.4349019229412079,0.4093910753726959,0.579225480556488,0.762577474117279,0.6295356154441833,0.5723142623901367,0.5092998147010803,0.6173391342163086,0.5208863019943237,0.5064536929130554,0.5692651271820068,0.5049293041229248,0.4678319990634918,0.6022971272468567,0.43063315749168396,0.5700781941413879,0.5063521862030029,0.6816748976707458,0.47941869497299194,0.4292100965976715,0.36467114090919495,0.3261510729789734,0.6373614072799683,0.5436527729034424,0.2989124059677124,0.4049190580844879,0.6701899766921997,0.7023071050643921,0.7138936519622803,0.40217509865760803,0.4956803619861603,0.6350237727165222,0.5773959159851074,0.5315579771995544,0.6059558987617493,0.7439780831336975,0.42707592248916626,0.5756682753562927,0.4949689507484436,0.5642849206924438,0.39485716819763184,0.3989225924015045,0.32980984449386597,0.5529016852378845,0.39841440320014954,0.40613874793052673,0.5994510054588318,0.4528915584087372,0.578615665435791,0.5229189395904541,0.6103261709213257,0.5565605759620667,0.5527999401092529,0.39282453060150146,0.5665209293365479,0.5322695374488831,0.5680453181266785,0.5827826857566833,0.6816748976707458,0.5473117232322693
P,0.5815631151199341,0.5999592542648315,0.5257646441459656,0.7188737392425537,0.49293631315231323,0.5649963617324829,0.665209949016571,0.44791126251220703,0.4950706958770752,0.45492419600486755,0.31964629888534546,0.6122573018074036,0.42707592248916626,0.42910856008529663,0.5098078846931458,0.4679337441921234,0.5436527729034424,0.5757697820663452,0.5186501741409302,0.4583798944950104,0.4616323411464691,0.5437542796134949,0.46132734417915344,0.6029067039489746,0.5744484663009644,0.5237320065498352,0.6760850548744202,0.6445778012275696,0.5050310492515564,0.6072772145271301,0.5285089015960693,0.49933943152427673,0.6872649788856506,0.4355117082595825,0.5629637241363525,0.3684317469596863,0.5357251167297363,0.40847650170326233,0.5200730562210083,0.6589082479476929,0.5179388523101807,0.2747229039669037,0.40908628702163696,0.49557873606681824,0.46214038133621216,0.47230401635169983,0.44415074586868286,0.4842972457408905,0.6016871333122253,0.6859435439109802,0.6072772145271301,0.6365483403205872,0.3512551784515381,0.6003658175468445,0.5251548290252686,0.5637767314910889,0.7268015146255493,0.6839108467102051,0.3392621576786041,0.49009060859680176,0.565199613571167,0.56458979845047,0.37056612968444824,0.47067791223526,0.652302086353302,0.6981401443481445,0.703323483467102,0.5058438777923584,0.5135683417320251,0.4520784914493561,0.4265676438808441,0.5964019298553467,0.7797540426254272,0.6467119455337524,0.5894908308982849,0.5264762043952942,0.6345157027244568,0.5380626916885376,0.5236304998397827,0.586441695690155,0.522105872631073,0.48500856757164,0.6194735169410706,0.44780972599983215,0.5872548222541809,0.5235287547111511,0.6988515853881836,0.4965950548648834,0.4463868737220764,0.38184770941734314,0.3433275520801544,0.6545381546020508,0.5608293414115906,0.3160889744758606,0.4220958352088928,0.6873665452003479,0.7194836735725403,0.7310702204704285,0.4193514585494995,0.5128569602966309,0.6522003412246704,0.5945726633071899,0.5487345457077026,0.6231324672698975,0.7611544132232666,0.44425228238105774,0.5928448438644409,0.5121455192565918,0.581461489200592,0.41203373670578003,0.4160991311073303,0.34698641300201416,0.5700781941413879,0.41559097170829773,0.4233153164386749,0.61662757396698,0.4700681269168854,0.5957921743392944,0.5400955080986023,0.6275027394294739,0.5737371444702148,0.5699765086174011,0.41000089049339294,0.583697497844696,0.5494458675384521,0.585222065448761,0.5999592542648315,0.6988515853881836,0.5644882917404175
A,0.585831880569458,0.6042280197143555,0.5300336480140686,0.7231426239013672,0.49720484018325806,0.5692651271820068,0.6694785356521606,0.45218002796173096,0.49933943152427673,0.4591929614543915,0.3239149749279022,0.6165260672569275,0.4313446879386902,0.43337732553482056,0.5140765905380249,0.4722023010253906,0.5479215383529663,0.5800386667251587,0.5229189395904541,0.4626486599445343,0.46590089797973633,0.5480232238769531,0.4655959904193878,0.6071754693984985,0.5787172317504883,0.5280007719993591,0.680353581905365,0.6488463282585144,0.5092998147010803,0.6115458011627197,0.5327776670455933,0.503607988357544,0.691533625125885,0.4397803544998169,0.5672324895858765,0.3727005124092102,0.5399937629699707,0.41274526715278625,0.5243420004844666,0.6631772518157959,0.5222074389457703,0.2789918780326843,0.4133549630641937,0.49984750151634216,0.4664091467857361,0.47657278180122375,0.4484195113182068,0.4885658025741577,0.6059558987617493,0.6902124285697937,0.6115458011627197,0.6408171057701111,0.355523943901062,0.6046343445777893,0.5294235944747925,0.5680453181266785,0.7310702204704285,0.6881797909736633,0.34353092312812805,0.49435916543006897,0.5694683790206909,0.5688585638999939,0.37483489513397217,0.47494667768478394,0.6565707325935364,0.7024087905883789,0.7075920701026917,0.5101126432418823,0.5178371071815491,0.45634725689888,0.43083640933036804,0.6006708145141602,0.7840228080749512,0.6509807109832764,0.5937594175338745,0.5307449102401733,0.6387844681739807,0.5423316359519958,0.5278992652893066,0.590710461139679,0.5263745188713074,0.48927733302116394,0.6237422823905945,0.4520784914493561,0.5915235280990601,0.527797520160675,0.703120231628418,0.5008638501167297,0.45065543055534363,0.38611647486686707,0.3475961983203888,0.6588067412376404,0.5650981068611145,0.3203577399253845,0.42636439204216003,0.6916353106498718,0.7237523198127747,0.7353389859199524,0.42362022399902344,0.5171257257461548,0.6564691662788391,0.5988412499427795,0.5530033111572266,0.6274009943008423,0.7654234170913696,0.44852104783058167,0.5971134901046753,0.5164142847061157,0.585730254650116,0.41630250215530396,0.42036789655685425,0.3512551784515381,0.5743468999862671,0.41985973715782166,0.42758408188819885,0.620896577835083,0.4743368923664093,0.6000609397888184,0.5443642735481262,0.6317715048789978,0.5780056715011597,0.5742453932762146,0.4142696261405945,0.58796626329422,0.5537146329879761,0.5894908308982849,0.6042280197143555,0.703120231628418,0.5687568187713623
S,0.5550360679626465,0.5734322667121887,0.49923771619796753,0.6923466920852661,0.4664091467857361,0.5384693145751953,0.6386827230453491,0.4213843047618866,0.46854352951049805,0.42839714884757996,0.2931191623210907,0.585730254650116,0.40054887533187866,0.40258151292800903,0.4832807779312134,0.44140657782554626,0.5171257257461548,0.5492428541183472,0.4921230375766754,0.4318528473377228,0.43510517477989197,0.5172273516654968,0.4348001778125763,0.576379656791687,0.5479215383529663,0.49720484018325806,0.649557888507843,0.6180504560470581,0.47850391268730164,0.5807499885559082,0.5019818544387817,0.47281208634376526,0.6607378721237183,0.40898454189300537,0.5364366769790649,0.3419046998023987,0.5091979503631592,0.38194945454597473,0.49354609847068787,0.6323813199996948,0.4914117157459259,0.24819594621658325,0.3825591504573822,0.46905168890953064,0.4356132447719574,0.4457770884037018,0.4176236093044281,0.4577699899673462,0.5751599669456482,0.6594164967536926,0.5807499885559082,0.6100212931632996,0.32472801208496094,0.5738386511802673,0.4986279010772705,0.5372496247291565,0.7002743482589722,0.6573838591575623,0.312734991312027,0.4635632336139679,0.538672685623169,0.5380626916885376,0.3440389633178711,0.44415074586868286,0.6257749199867249,0.6716130375862122,0.6767963767051697,0.47931694984436035,0.48704132437705994,0.42555132508277893,0.40004050731658936,0.5698749423027039,0.7532268762588501,0.6201850175857544,0.5629637241363525,0.4999491274356842,0.6079884171485901,0.5115357041358948,0.49710333347320557,0.5599146485328674,0.49557873606681824,0.4584815204143524,0.5929463505744934,0.4212825894355774,0.5607277154922485,0.4970017075538635,0.6723243594169617,0.4700681269168854,0.41985973715782166,0.35532060265541077,0.31680038571357727,0.6280109286308289,0.5343021750450134,0.289561927318573,0.39556849002838135,0.6608394980430603,0.6929565072059631,0.7045429944992065,0.39282453060150146,0.4863298833370209,0.6256732940673828,0.5680453181266785,0.5222074389457703,0.5966053009033203,0.7346274852752686,0.4177253544330597,0.5663176774978638,0.4856184720993042,0.5549344420433044,0.3855065703392029,0.3895720839500427,0.320459246635437,0.5435511469841003,0.38906392455101013,0.39678820967674255,0.5901005268096924,0.4435409605503082,0.5692651271820068,0.5135683417320251,0.6009756326675415,0.5472099781036377,0.5434495806694031,0.3834739327430725,0.5571703314781189,0.5229189395904541,0.5586949586868286,0.5734322667121887,0.6723243594169617,0.5379611253738403
