,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.36735278367996216,0.35826829075813293,0.34166082739830017,0.38448065519332886,0.35765326023101807,0.3721316158771515,0.4181215465068817,0.36910349130630493,0.3788028955459595,0.40515729784965515,0.38750889897346497,0.37227344512939453,0.3843860328197479,0.4307546317577362,0.5198485255241394,0.3639460504055023,0.3874143958091736,0.4613673686981201,0.3130352795124054,0.45379704236984253,0.3463449478149414,0.3863733112812042,0.3515968918800354,0.4811449944972992,0.3828721046447754,0.3156849145889282,0.34620311856269836,0.40127748250961304,0.225833922624588,0.4137212634086609,0.36872491240501404,0.3702389597892761,0.38788750767707825,0.4202980399131775,0.3709014356136322,0.4881949722766876,0.5038562417030334,0.4202980399131775,0.47333812713623047,0.3859948217868805,0.422427237033844,0.393943727016449,0.39607295393943787,0.2966642677783966,0.4359120726585388,0.3696238100528717,0.5198485255241394,0.40037858486175537,0.40870586037635803,0.38485926389694214,0.33257636427879333,0.3455405533313751,0.4321267604827881,0.4083273708820343,0.32879114151000977,0.4025076925754547,0.3620535135269165,0.37908676266670227,0.3640879988670349,0.42758458852767944,0.3211261034011841,0.4899929165840149,0.43174827098846436,0.33986279368400574,0.48545071482658386,0.390300452709198,0.33158284425735474,0.35538211464881897,0.35500362515449524,0.422427237033844,0.3208422362804413,0.49515023827552795,0.3085402846336365,0.576815664768219,0.4186420440673828,0.39607295393943787,0.3603028953075409,0.3868938386440277,0.2849302589893341,0.3529690206050873,0.46841734647750854,0.4408327341079712,0.3208422362804413,0.38273003697395325,0.39886441826820374,0.3774307668209076,0.3794654905796051,0.35060325264930725,0.40113556385040283,0.3483322262763977,0.40529924631118774,0.547575056552887,0.31265679001808167,0.35826829075813293,0.38750889897346497,0.24939687550067902,0.3052283227443695,0.4100780785083771,0.33271828293800354,0.44584813714027405,0.45445939898490906,0.3868938386440277,0.46174582839012146,0.374828577041626,0.3134137690067291,0.3965933620929718,0.37137454748153687,0.37454459071159363,0.38954347372055054,0.35060325264930725,0.35689616203308105,0.3914359211921692,0.4516679346561432,0.45228299498558044,0.3738821744918823,0.3812161087989807,0.3437899351119995,0.3740241825580597,0.43766269087791443,0.45218849182128906,0.3552401661872864,0.36432453989982605,0.33106228709220886,0.3639460504055023,0.4379464387893677,0.44561147689819336,0.3886444568634033,0.3901585340499878,0.3765318691730499
I,0.4497752785682678,0.440690815448761,0.4240833520889282,0.46690329909324646,0.44007566571235657,0.45455402135849,0.5005441308021545,0.45152589678764343,0.4612255394458771,0.4875798225402832,0.469931423664093,0.45469605922698975,0.466808557510376,0.5131772756576538,0.6022711396217346,0.4463686943054199,0.46983668208122253,0.5437899827957153,0.39545780420303345,0.5362195372581482,0.42876747250556946,0.4687958359718323,0.43401941657066345,0.5635675191879272,0.46529459953308105,0.3981074392795563,0.4286256432533264,0.4837002158164978,0.3082565367221832,0.4961438775062561,0.4511474072933197,0.4526614844799042,0.47030988335609436,0.5027205348014832,0.45332372188568115,0.5706173777580261,0.58627849817276,0.5027205348014832,0.5557605028152466,0.46841734647750854,0.5048497319221497,0.476366251707077,0.47849535942077637,0.37908676266670227,0.5183345079421997,0.4520464241504669,0.6022711396217346,0.48280099034309387,0.4911283552646637,0.4672817885875702,0.41499876976013184,0.42796316742897034,0.5145493745803833,0.49075010418891907,0.4112136662006378,0.4849301874637604,0.44447600841522217,0.4615092873573303,0.4465104937553406,0.5100070834159851,0.40354862809181213,0.5724154114723206,0.51417076587677,0.4222853183746338,0.5678731203079224,0.47272297739982605,0.4140051305294037,0.437804639339447,0.43742603063583374,0.5048497319221497,0.40326476097106934,0.577572762966156,0.39096304774284363,0.6592382788658142,0.5010645389556885,0.47849535942077637,0.44272541999816895,0.4693162441253662,0.36735278367996216,0.43539154529571533,0.5508398413658142,0.5232551693916321,0.40326476097106934,0.46515268087387085,0.48128703236579895,0.4598534107208252,0.46188798546791077,0.43302589654922485,0.48355817794799805,0.4307546317577362,0.4877217710018158,0.6299976110458374,0.3950793147087097,0.440690815448761,0.469931423664093,0.3318192660808563,0.38765081763267517,0.4925006031990051,0.4151408076286316,0.5282706618309021,0.5368819236755371,0.4693162441253662,0.5441684722900391,0.45725107192993164,0.3958362936973572,0.47901588678359985,0.45379704236984253,0.4569671154022217,0.47196587920188904,0.43302589654922485,0.4393186867237091,0.47385865449905396,0.5340903401374817,0.534705400466919,0.45630475878715515,0.4636385142803192,0.42621245980262756,0.45644667744636536,0.5200852155685425,0.5346107482910156,0.43766269087791443,0.44674715399742126,0.4134848117828369,0.4463686943054199,0.5203691720962524,0.5280340909957886,0.47106698155403137,0.47258102893829346,0.458954393863678
V,0.4566832482814789,0.44759881496429443,0.4309912919998169,0.47381123900413513,0.44698360562324524,0.46146202087402344,0.5074520707130432,0.4584338963031769,0.46813341975212097,0.49448782205581665,0.4768393635749817,0.4616040289402008,0.4737166166305542,0.5200852155685425,0.6091791391372681,0.4532765746116638,0.47674474120140076,0.550697922706604,0.4023658037185669,0.5431275367736816,0.4356755316257477,0.4757038354873657,0.4409273564815521,0.5704755187034607,0.4722025692462921,0.40501537919044495,0.4355334937572479,0.49060794711112976,0.3151645064353943,0.5030518174171448,0.45805540680885315,0.45956942439079285,0.4772179126739502,0.5096285939216614,0.4602319002151489,0.5775254368782043,0.5931866765022278,0.5096285939216614,0.56266850233078,0.4753252863883972,0.5117577910423279,0.4832741916179657,0.4854034185409546,0.3859948217868805,0.5252425074577332,0.458954393863678,0.6091791391372681,0.48970893025398254,0.4980364441871643,0.47418972849845886,0.42190682888031006,0.4348710775375366,0.521457314491272,0.4976579546928406,0.4181215465068817,0.4918381869792938,0.4513839781284332,0.46841734647750854,0.4534185528755188,0.5169150233268738,0.4104565680027008,0.5793233513832092,0.5210787653923035,0.42919331789016724,0.5747811794281006,0.4796310365200043,0.4209131896495819,0.4447125196456909,0.4443340301513672,0.5117577910423279,0.410172700881958,0.5844808220863342,0.39787086844444275,0.6661462187767029,0.5079725384712219,0.4854034185409546,0.4496333599090576,0.47622421383857727,0.37426072359085083,0.4422995150089264,0.5577477812767029,0.5301632285118103,0.410172700881958,0.47206056118011475,0.4881949722766876,0.4667612910270691,0.4687958359718323,0.439933717250824,0.4904661178588867,0.43766269087791443,0.49462971091270447,0.6369056701660156,0.4019872546195984,0.44759881496429443,0.4768393635749817,0.3387272357940674,0.39455878734588623,0.4994085431098938,0.42204874753952026,0.5351786017417908,0.5437899827957153,0.47622421383857727,0.5510764122009277,0.46415892243385315,0.4027442932128906,0.4859238266944885,0.4607050120830536,0.4638751745223999,0.4788738489151001,0.439933717250824,0.4462266266345978,0.48076650500297546,0.5409982800483704,0.5416133999824524,0.4632126986980438,0.4705464541912079,0.43312039971351624,0.4633546471595764,0.5269930958747864,0.5415188074111938,0.4445706605911255,0.4536551237106323,0.4203927516937256,0.4532765746116638,0.5272770524024963,0.5349420309066772,0.47797492146492004,0.4794890582561493,0.46586230397224426
L,0.4466051161289215,0.43752071261405945,0.4209131896495819,0.46373316645622253,0.4369056224822998,0.4513839781284332,0.4973740875720978,0.4483557939529419,0.45805540680885315,0.4844098389148712,0.4667612910270691,0.45152589678764343,0.4636385142803192,0.5100070834159851,0.5991010069847107,0.4431985020637512,0.4666666090488434,0.5406197905540466,0.39228764176368713,0.533049464225769,0.42559731006622314,0.46562573313713074,0.4308493137359619,0.5603974461555481,0.4621245563030243,0.39493727684020996,0.4254554808139801,0.4805298447608948,0.3050863742828369,0.49297377467155457,0.44797730445861816,0.44949138164520264,0.4671398401260376,0.4995504915714264,0.45015376806259155,0.567447304725647,0.5831086039543152,0.4995504915714264,0.552590548992157,0.465247243642807,0.5016797184944153,0.4731960892677307,0.4753252863883972,0.3759167194366455,0.5151644349098206,0.4488762617111206,0.5991010069847107,0.4796310365200043,0.48795831203460693,0.46411165595054626,0.41182881593704224,0.424793004989624,0.5113793015480042,0.4875798225402832,0.4080435037612915,0.48176008462905884,0.44130590558052063,0.45833924412727356,0.4433404505252838,0.506837010383606,0.40037858486175537,0.5692452788352966,0.5110007524490356,0.41911521553993225,0.5647030472755432,0.4695529341697693,0.4108351767063141,0.43463456630706787,0.434255987405777,0.5016797184944153,0.4000946581363678,0.5744026899337769,0.3877926468849182,0.6560681462287903,0.4978945553302765,0.4753252863883972,0.43955522775650024,0.46614620089530945,0.36418265104293823,0.4322214424610138,0.5476697683334351,0.5200852155685425,0.4000946581363678,0.46198251843452454,0.47811686992645264,0.4566832482814789,0.4587177336215973,0.429855614900589,0.48038801550865173,0.42758458852767944,0.48455169796943665,0.6268275380134583,0.3919091522693634,0.43752071261405945,0.4667612910270691,0.32864922285079956,0.38448065519332886,0.4893304407596588,0.4119706451892853,0.5251005291938782,0.533711850643158,0.46614620089530945,0.5409982800483704,0.45408114790916443,0.392666220664978,0.47584572434425354,0.450626939535141,0.45379704236984253,0.4687958359718323,0.429855614900589,0.43614864349365234,0.47068849205970764,0.5309203267097473,0.5315353274345398,0.4531346559524536,0.4604683220386505,0.4230423867702484,0.4532765746116638,0.5169150233268738,0.5314407348632812,0.4344925880432129,0.44357699155807495,0.4103146493434906,0.4431985020637512,0.5171990394592285,0.5248640179634094,0.46789687871932983,0.4694109261035919,0.45578429102897644
T,0.36910349130630493,0.3600189685821533,0.3434114456176758,0.3862314522266388,0.3594038784503937,0.3738821744918823,0.4198722839355469,0.37085404992103577,0.38055363297462463,0.4069080352783203,0.38925957679748535,0.3740241825580597,0.3861367702484131,0.4325052499771118,0.5215991735458374,0.36569666862487793,0.3891649842262268,0.4631180763244629,0.31478601694107056,0.45554766058921814,0.348095566034317,0.3881239891052246,0.35334762930870056,0.4828956425189972,0.3846226930618286,0.3174356520175934,0.3479536175727844,0.4030282199382782,0.22758454084396362,0.41547197103500366,0.37047556042671204,0.3719896376132965,0.3896380662918091,0.42204874753952026,0.37265193462371826,0.48994559049606323,0.5056068301200867,0.42204874753952026,0.4750887453556061,0.3877454996109009,0.4241778552532196,0.39569446444511414,0.3978235721588135,0.2984149754047394,0.43766269087791443,0.37137454748153687,0.5215991735458374,0.402129203081131,0.4104565680027008,0.3866099417209625,0.33432698249816895,0.3472912907600403,0.43387749791145325,0.4100780785083771,0.3305417597293854,0.4042583405971527,0.3638041317462921,0.38083750009536743,0.3658387064933777,0.42933523654937744,0.3228767216205597,0.49174362421035767,0.43349888920783997,0.3416134715080261,0.4872013330459595,0.3920510709285736,0.3333333432674408,0.3571327328681946,0.35675424337387085,0.4241778552532196,0.32259291410446167,0.49690085649490356,0.3102909028530121,0.5785663723945618,0.4203927516937256,0.3978235721588135,0.3620535135269165,0.3886444568634033,0.2866808772087097,0.35471969842910767,0.47016796469688416,0.4425833523273468,0.32259291410446167,0.38448065519332886,0.40061500668525696,0.3791813850402832,0.3812161087989807,0.3523539900779724,0.40288615226745605,0.3500828444957733,0.4070499837398529,0.5493258237838745,0.3144074082374573,0.3600189685821533,0.38925957679748535,0.25114747881889343,0.3069790303707123,0.41182881593704224,0.33446890115737915,0.44759881496429443,0.4562101364135742,0.3886444568634033,0.4634965658187866,0.3765791952610016,0.3151645064353943,0.39834409952163696,0.37312519550323486,0.3762953281402588,0.39129409193992615,0.3523539900779724,0.35864678025245667,0.39318665862083435,0.4534185528755188,0.45403361320495605,0.3756328523159027,0.3829667270183563,0.3455405533313751,0.3757748305797577,0.43941330909729004,0.4539389908313751,0.35699084401130676,0.36607515811920166,0.3328129053115845,0.36569666862487793,0.43969717621803284,0.4473622143268585,0.3903951346874237,0.3919091522693634,0.37828248739242554
Q,0.40175071358680725,0.392666220664978,0.37605875730514526,0.4188787043094635,0.3920510709285736,0.40652942657470703,0.4525195360183716,0.40350136160850525,0.41320088505744934,0.43955522775650024,0.42190682888031006,0.4066714942455292,0.41878408193588257,0.46515268087387085,0.5542466044425964,0.39834409952163696,0.42181196808815,0.4957653880119324,0.3474332094192505,0.4881949722766876,0.38074275851249695,0.4207712411880493,0.3859948217868805,0.5155429244041443,0.41726991534233093,0.3500828444957733,0.3806009590625763,0.4356755316257477,0.26023197174072266,0.44811928272247314,0.40312278270721436,0.40463683009147644,0.4222853183746338,0.45469605922698975,0.40529924631118774,0.5225928425788879,0.5382540225982666,0.45469605922698975,0.5077359676361084,0.4203927516937256,0.4568251669406891,0.42834165692329407,0.4304708242416382,0.33106228709220886,0.47030988335609436,0.40402185916900635,0.5542466044425964,0.4347763955593109,0.4431038796901703,0.41925719380378723,0.3669741749763489,0.37993860244750977,0.46652480959892273,0.44272541999816895,0.36318907141685486,0.4369056224822998,0.3964514434337616,0.4134848117828369,0.39848592877388,0.46198251843452454,0.355523943901062,0.5243908166885376,0.46614620089530945,0.37426072359085083,0.5198485255241394,0.4246983826160431,0.3659806549549103,0.38978004455566406,0.3894014358520508,0.4568251669406891,0.3552401661872864,0.529548168182373,0.3429383337497711,0.6112136244773865,0.4530399739742279,0.4304708242416382,0.394700825214386,0.42129167914390564,0.31932806968688965,0.38736692070961,0.5028151869773865,0.4752306640148163,0.3552401661872864,0.4171280860900879,0.433262437582016,0.41182881593704224,0.41386330127716064,0.38500118255615234,0.4355334937572479,0.38273003697395325,0.43969717621803284,0.5819730162620544,0.34705471992492676,0.392666220664978,0.42190682888031006,0.28379470109939575,0.3396262526512146,0.44447600841522217,0.36711612343788147,0.48024603724479675,0.4888574481010437,0.42129167914390564,0.4961438775062561,0.4092263877391815,0.3478116989135742,0.4309912919998169,0.40577247738838196,0.4089425206184387,0.42394131422042847,0.38500118255615234,0.39129409193992615,0.42583397030830383,0.4860657751560211,0.486680805683136,0.4082801640033722,0.41561391949653625,0.3781878650188446,0.4084221124649048,0.47206056118011475,0.4865860641002655,0.3896380662918091,0.3987225890159607,0.36546021699905396,0.39834409952163696,0.4723444879055023,0.480009526014328,0.4230423867702484,0.4245564639568329,0.410929799079895
S,0.4410693049430847,0.43198493123054504,0.41537734866142273,0.45819735527038574,0.4313697814941406,0.44584813714027405,0.4918381869792938,0.4428200423717499,0.4525195360183716,0.4788738489151001,0.4612255394458771,0.44599008560180664,0.45810267329216003,0.5044712424278259,0.5935651659965515,0.43766269087791443,0.4611307978630066,0.5350840091705322,0.38675180077552795,0.5275135636329651,0.4200613498687744,0.46008986234664917,0.4253135323524475,0.5548614859580994,0.45658862590789795,0.3894014358520508,0.4199197590351105,0.47499412298202515,0.2995505630970001,0.487437903881073,0.4424414336681366,0.44395554065704346,0.4616040289402008,0.4940146803855896,0.4446178376674652,0.5619115233421326,0.577572762966156,0.4940146803855896,0.547054648399353,0.45971137285232544,0.4961438775062561,0.46766024827957153,0.4697894752025604,0.3703809976577759,0.5096285939216614,0.4433404505252838,0.5935651659965515,0.47409510612487793,0.48242250084877014,0.4585758447647095,0.4062928855419159,0.41925719380378723,0.5058434009552002,0.4820440113544464,0.4025076925754547,0.47622421383857727,0.43577003479003906,0.4528034031391144,0.437804639339447,0.5013012290000916,0.3948425352573395,0.5637094378471375,0.5054647922515869,0.41357937455177307,0.5591672658920288,0.46401697397232056,0.40529924631118774,0.42909863591194153,0.4287201464176178,0.4961438775062561,0.39455878734588623,0.5688667893409729,0.3822569251060486,0.6505321860313416,0.49235856533050537,0.4697894752025604,0.43401941657066345,0.46061038970947266,0.35864678025245667,0.4266856014728546,0.5421338677406311,0.5145493745803833,0.39455878734588623,0.45644667744636536,0.47258102893829346,0.4511474072933197,0.4531818926334381,0.42431989312171936,0.4748520851135254,0.42204874753952026,0.47901588678359985,0.6212915778160095,0.3863733112812042,0.43198493123054504,0.4612255394458771,0.3231133818626404,0.3789449632167816,0.483794629573822,0.40643492341041565,0.519564688205719,0.5281760692596436,0.46061038970947266,0.535462498664856,0.4485452175140381,0.3871302902698517,0.47030988335609436,0.4450911283493042,0.4482611119747162,0.4632600247859955,0.42431989312171936,0.43061280250549316,0.46515268087387085,0.5253844857215881,0.5259994864463806,0.44759881496429443,0.45493263006210327,0.4175065755844116,0.4477408230304718,0.5113793015480042,0.5259047746658325,0.4289567172527313,0.43804118037223816,0.4047788381576538,0.43766269087791443,0.5116631984710693,0.5193281173706055,0.46236100792884827,0.4638751745223999,0.45024845004081726
P,0.4487816393375397,0.43969717621803284,0.4230897128582001,0.4659096598625183,0.43908214569091797,0.45356038212776184,0.4995504915714264,0.4505322575569153,0.4602319002151489,0.4865860641002655,0.4689377546310425,0.4537024199962616,0.4658149182796478,0.5121836066246033,0.6012775301933289,0.44537481665611267,0.4688432514667511,0.5427963137626648,0.39446425437927246,0.5352259278297424,0.427774041891098,0.4678023159503937,0.43302589654922485,0.5625738501548767,0.4643009603023529,0.3971138894557953,0.42763200402259827,0.48270657658576965,0.30726301670074463,0.49515023827552795,0.45015376806259155,0.4516679346561432,0.4693162441253662,0.5017269253730774,0.4523302912712097,0.5696238279342651,0.5852848887443542,0.5017269253730774,0.5547670125961304,0.4674237072467804,0.5038562417030334,0.4753726124763489,0.4775017201900482,0.3780931234359741,0.5173408389091492,0.45105278491973877,0.6012775301933289,0.48180755972862244,0.49013471603393555,0.46628814935684204,0.4140051305294037,0.4269695281982422,0.5135555267333984,0.4897564649581909,0.41022002696990967,0.4839365482330322,0.443482369184494,0.4605156481266022,0.4455168545246124,0.5090134739875793,0.402554988861084,0.5714218020439148,0.5131772756576538,0.42129167914390564,0.5668795108795166,0.4717293381690979,0.41301169991493225,0.43681100010871887,0.43643251061439514,0.5038562417030334,0.40227124094963074,0.5765790343284607,0.3899694085121155,0.6582445502281189,0.5000709295272827,0.4775017201900482,0.4417317807674408,0.4683227241039276,0.366359144449234,0.4343979060649872,0.5498462319374084,0.5222616195678711,0.40227124094963074,0.46415892243385315,0.4802933931350708,0.4588596522808075,0.4608943462371826,0.4320322573184967,0.4825645387172699,0.4297611117362976,0.48672813177108765,0.6290039420127869,0.394085556268692,0.43969717621803284,0.4689377546310425,0.3308258652687073,0.3866574168205261,0.49150708317756653,0.41414716839790344,0.5272770524024963,0.5358882546424866,0.4683227241039276,0.5431748032569885,0.4562574326992035,0.3948425352573395,0.4780222475528717,0.4528034031391144,0.455973356962204,0.47097235918045044,0.4320322573184967,0.4383251667022705,0.4728650152683258,0.5330968499183655,0.533711850643158,0.455311119556427,0.4626449644565582,0.42521902918815613,0.4554530382156372,0.5190915465354919,0.5336171388626099,0.4366690516471863,0.4457535147666931,0.41249117255210876,0.44537481665611267,0.5193755626678467,0.5270403623580933,0.4700733423233032,0.47158730030059814,0.45796075463294983
A,0.4554530382156372,0.4463686943054199,0.4297611117362976,0.47258102893829346,0.4457535147666931,0.4602319002151489,0.5062220096588135,0.45720377564430237,0.46690329909324646,0.4932575821876526,0.47560927271842957,0.46037381887435913,0.47248631715774536,0.5188547968864441,0.6079487204551697,0.4520464241504669,0.47551465034484863,0.5494676232337952,0.40113556385040283,0.5418972969055176,0.43444523215293884,0.47447359561920166,0.43969717621803284,0.5692452788352966,0.47097235918045044,0.40378519892692566,0.4343031644821167,0.4893777668476105,0.31393417716026306,0.5018216371536255,0.4568251669406891,0.45833924412727356,0.4759877622127533,0.5083982944488525,0.45900169014930725,0.5762952566146851,0.5919564962387085,0.5083982944488525,0.561438262462616,0.47409510612487793,0.5105276107788086,0.4820440113544464,0.4841732084751129,0.38476476073265076,0.5240122079849243,0.45772409439086914,0.6079487204551697,0.48847872018814087,0.4968063533306122,0.4729595184326172,0.42067673802375793,0.4336409270763397,0.5202271342277527,0.49642762541770935,0.4168914258480072,0.49060794711112976,0.45015376806259155,0.4671872556209564,0.45218849182128906,0.5156848430633545,0.4092263877391815,0.578093409538269,0.5198485255241394,0.42796316742897034,0.5735511183738708,0.47840073704719543,0.4196830987930298,0.443482369184494,0.4431038796901703,0.5105276107788086,0.4089425206184387,0.5832506418228149,0.3966405689716339,0.664915919303894,0.5067422986030579,0.4841732084751129,0.44840314984321594,0.47499412298202515,0.3730306327342987,0.4410693049430847,0.5565177202224731,0.5289329886436462,0.4089425206184387,0.4708303213119507,0.48696479201316833,0.4655311703681946,0.46756574511528015,0.43870365619659424,0.48923569917678833,0.43643251061439514,0.4933997392654419,0.6356755495071411,0.4007570743560791,0.4463686943054199,0.47560927271842957,0.3374970257282257,0.39332857728004456,0.4981783628463745,0.420818567276001,0.5339484214782715,0.5425596833229065,0.47499412298202515,0.5498462319374084,0.4629286229610443,0.4015140235424042,0.4846935272216797,0.4594748020172119,0.4626449644565582,0.477643758058548,0.43870365619659424,0.4449964463710785,0.4795362055301666,0.5397679805755615,0.5403831601142883,0.46198251843452454,0.4693162441253662,0.43189021944999695,0.4621245563030243,0.5257629752159119,0.5402887463569641,0.4433404505252838,0.45242491364479065,0.4191623330116272,0.4520464241504669,0.5260466933250427,0.533711850643158,0.47674474120140076,0.4782589077949524,0.46463215351104736
S,0.4245564639568329,0.41547197103500366,0.39886441826820374,0.44168445467948914,0.4148569405078888,0.42933523654937744,0.4753252863883972,0.4263070821762085,0.436006635427475,0.46236100792884827,0.4447125196456909,0.42947712540626526,0.4415898323059082,0.48795831203460693,0.5770523548126221,0.42114973068237305,0.4446178376674652,0.5185710191726685,0.3702389597892761,0.5110007524490356,0.40354862809181213,0.44357699155807495,0.40880057215690613,0.5383487343788147,0.44007566571235657,0.37288859486579895,0.40340670943260193,0.4584810435771942,0.2830377221107483,0.4709250032901764,0.42592859268188477,0.42744264006614685,0.4450911283493042,0.4775017201900482,0.4281049966812134,0.5453985929489136,0.5610597729682922,0.4775017201900482,0.5305418372154236,0.4431985020637512,0.4796310365200043,0.4511474072933197,0.4532765746116638,0.35386794805526733,0.49311575293540955,0.42682749032974243,0.5770523548126221,0.4575822651386261,0.4659096598625183,0.44206294417381287,0.38978004455566406,0.4027442932128906,0.4893304407596588,0.4655311703681946,0.3859948217868805,0.45971137285232544,0.41925719380378723,0.43629056215286255,0.42129167914390564,0.48478832840919495,0.3783297836780548,0.5471965670585632,0.4889519512653351,0.39706647396087646,0.542654275894165,0.4475041329860687,0.3887864053249359,0.4125857949256897,0.41220730543136597,0.4796310365200043,0.3780459463596344,0.5523539185523987,0.3657442033290863,0.6340193748474121,0.47584572434425354,0.4532765746116638,0.4175065755844116,0.4440975487232208,0.34213393926620483,0.410172700881958,0.5256209969520569,0.4980364441871643,0.3780459463596344,0.439933717250824,0.45606809854507446,0.43463456630706787,0.4366690516471863,0.407806932926178,0.45833924412727356,0.4055357873439789,0.462503045797348,0.6047787666320801,0.3698604702949524,0.41547197103500366,0.4447125196456909,0.30660054087638855,0.36243200302124023,0.4672817885875702,0.38992196321487427,0.5030518174171448,0.5116631984710693,0.4440975487232208,0.5189496278762817,0.4320322573184967,0.37061744928359985,0.45379704236984253,0.4285782277584076,0.43174827098846436,0.44674715399742126,0.407806932926178,0.4140998423099518,0.44863972067832947,0.5088716149330139,0.5094866156578064,0.43108588457107544,0.4384196698665619,0.4009937345981598,0.43122780323028564,0.4948663115501404,0.5093919634819031,0.4124438762664795,0.42152833938598633,0.3882659673690796,0.42114973068237305,0.49515023827552795,0.5028151869773865,0.44584813714027405,0.4473622143268585,0.4337354898452759
