,K,V,F,G,R,C,E,L,A,A,A,M,K,R,H,G,L,D,N,Y,R,G,Y,S,L,G,N,W,V,C,A,A,K,F,E,S,N,F,N,T,Q,A,T,N,R,N,T,D,G,S,T,D,Y,G,I,L,Q,I,N,S,R,W,W,C,N,D,G,R,T,P,G,S,R,N,L,C,N,I,P,C,S,A,L,L,S,S,D,I,T,A,S,V,N,C,A,K,K,I,V,S,D,G,N,G,M,N,A,W,V,A,W,R,N,R,C,K,G,T,D,V,Q,A,W,I,R,G,C,R,L
D,0.41237112879753113,0.35395190119743347,0.5910652875900269,0.2646048069000244,0.42611682415008545,0.34364262223243713,0.2989690601825714,0.2817869484424591,0.2989690601825714,0.4158075749874115,0.3333333432674408,0.45704466104507446,0.5876288414001465,0.47422680258750916,0.44329896569252014,0.36082473397254944,0.5841924548149109,0.4329896867275238,0.44329896569252014,0.3470790386199951,0.6907216310501099,0.30584192276000977,0.4020618498325348,0.3298968970775604,0.5945017337799072,0.37800687551498413,0.5532646179199219,0.6013745665550232,0.5326460599899292,0.42268040776252747,0.27835050225257874,0.29209622740745544,0.4020618498325348,0.5429553389549255,0.6357388496398926,0.27491408586502075,0.6185566782951355,0.5257731676101685,0.38831615447998047,0.3676975965499878,0.37800687551498413,0.42611682415008545,0.2646048069000244,0.5395188927650452,0.4364261031150818,0.43986254930496216,0.42611682415008545,0.47766321897506714,0.5532646179199219,0.3298968970775604,0.4536082446575165,0.2817869484424591,0.4020618498325348,0.5567010045051575,0.37800687551498413,0.3333333432674408,0.3986254334449768,0.5223367810249329,0.4501718282699585,0.3470790386199951,0.6185566782951355,0.5498281717300415,0.39175257086753845,0.24054983258247375,0.5085910558700562,0.4639175236225128,0.5670102834701538,0.4158075749874115,0.38831615447998047,0.42268040776252747,0.30927833914756775,0.4536082446575165,0.6975945234298706,0.44329896569252014,0.4364261031150818,0.2955326437950134,0.49484536051750183,0.42268040776252747,0.4192439913749695,0.3333333432674408,0.3951890170574188,0.44329896569252014,0.37800687551498413,0.44329896569252014,0.49484536051750183,0.40549829602241516,0.5223367810249329,0.5017182230949402,0.46048110723495483,0.5360824465751648,0.5017182230949402,0.4364261031150818,0.4501718282699585,0.3333333432674408,0.30927833914756775,0.4329896867275238,0.4845360815525055,0.3951890170574188,0.5807560086250305,0.24742268025875092,0.6597937941551208,0.4364261031150818,0.3814432919025421,0.7319587469100952,0.4158075749874115,0.4536082446575165,0.3161512017250061,0.47766321897506714,0.5326460599899292,0.45704466104507446,0.4845360815525055,0.4364261031150818,0.42611682415008545,0.3195876181125641,0.22336769104003906,0.34020617604255676,0.3814432919025421,0.36082473397254944,0.29209622740745544,0.6116838455200195,0.25773194432258606,0.4020618498325348,0.4673539400100708,0.34364262223243713,0.5670102834701538,0.37800687551498413,0.38831615447998047,0.36082473397254944,0.1993127167224884
I,0.4329896867275238,0.37457045912742615,0.6116838455200195,0.2852233648300171,0.4467353820800781,0.3642611801624298,0.3195876181125641,0.3024055063724518,0.3195876181125641,0.4364261031150818,0.35395190119743347,0.47766321897506714,0.6082473993301392,0.49484536051750183,0.4639175236225128,0.3814432919025421,0.6048110127449036,0.4536082446575165,0.4639175236225128,0.3676975965499878,0.7113401889801025,0.32646048069000244,0.42268040776252747,0.3505154550075531,0.6151202917098999,0.3986254334449768,0.5738831758499146,0.6219931244850159,0.5532646179199219,0.44329896569252014,0.2989690601825714,0.3127147853374481,0.42268040776252747,0.5635738968849182,0.6563574075698853,0.2955326437950134,0.6391752362251282,0.5463917255401611,0.40893471240997314,0.38831615447998047,0.3986254334449768,0.4467353820800781,0.2852233648300171,0.5601374506950378,0.45704466104507446,0.46048110723495483,0.4467353820800781,0.4982817769050598,0.5738831758499146,0.3505154550075531,0.47422680258750916,0.3024055063724518,0.42268040776252747,0.5773195624351501,0.3986254334449768,0.35395190119743347,0.4192439913749695,0.5429553389549255,0.47079038619995117,0.3676975965499878,0.6391752362251282,0.5704467296600342,0.41237112879753113,0.26116839051246643,0.5292096138000488,0.4845360815525055,0.5876288414001465,0.4364261031150818,0.40893471240997314,0.44329896569252014,0.3298968970775604,0.47422680258750916,0.7182130813598633,0.4639175236225128,0.45704466104507446,0.3161512017250061,0.5154638886451721,0.44329896569252014,0.43986254930496216,0.35395190119743347,0.4158075749874115,0.4639175236225128,0.3986254334449768,0.4639175236225128,0.5154638886451721,0.42611682415008545,0.5429553389549255,0.5223367810249329,0.4810996651649475,0.5567010045051575,0.5223367810249329,0.45704466104507446,0.47079038619995117,0.35395190119743347,0.3298968970775604,0.4536082446575165,0.5051546096801758,0.4158075749874115,0.6013745665550232,0.2680412232875824,0.6804123520851135,0.45704466104507446,0.4020618498325348,0.7525773048400879,0.4364261031150818,0.47422680258750916,0.3367697596549988,0.4982817769050598,0.5532646179199219,0.47766321897506714,0.5051546096801758,0.45704466104507446,0.4467353820800781,0.34020617604255676,0.24398624897003174,0.36082473397254944,0.4020618498325348,0.3814432919025421,0.3127147853374481,0.6323024034500122,0.27835050225257874,0.42268040776252747,0.4879724979400635,0.3642611801624298,0.5876288414001465,0.3986254334449768,0.40893471240997314,0.3814432919025421,0.21993127465248108
V,0.25773194432258606,0.1993127167224884,0.4364261031150818,0.10996563732624054,0.27147766947746277,0.18900343775749207,0.14432989060878754,0.12714776396751404,0.14432989060878754,0.26116839051246643,0.17869415879249573,0.3024055063724518,0.4329896867275238,0.3195876181125641,0.2886597812175751,0.20618556439876556,0.4295532703399658,0.27835050225257874,0.2886597812175751,0.19243986904621124,0.5360824465751648,0.1512027531862259,0.24742268025875092,0.17525772750377655,0.43986254930496216,0.22336769104003906,0.3986254334449768,0.4467353820800781,0.37800687551498413,0.2680412232875824,0.12371134012937546,0.13745704293251038,0.24742268025875092,0.38831615447998047,0.4810996651649475,0.12027491629123688,0.4639175236225128,0.3711340129375458,0.2336769700050354,0.21305841207504272,0.22336769104003906,0.27147766947746277,0.10996563732624054,0.3848797380924225,0.2817869484424591,0.2852233648300171,0.27147766947746277,0.32302406430244446,0.3986254334449768,0.17525772750377655,0.2989690601825714,0.12714776396751404,0.24742268025875092,0.4020618498325348,0.22336769104003906,0.17869415879249573,0.24398624897003174,0.3676975965499878,0.2955326437950134,0.19243986904621124,0.4639175236225128,0.3951890170574188,0.23711340129375458,0.08591065555810928,0.35395190119743347,0.30927833914756775,0.41237112879753113,0.26116839051246643,0.2336769700050354,0.2680412232875824,0.15463916957378387,0.2989690601825714,0.5429553389549255,0.2886597812175751,0.2817869484424591,0.14089347422122955,0.34020617604255676,0.2680412232875824,0.2646048069000244,0.17869415879249573,0.24054983258247375,0.2886597812175751,0.22336769104003906,0.2886597812175751,0.34020617604255676,0.2508591115474701,0.3676975965499878,0.3470790386199951,0.30584192276000977,0.3814432919025421,0.3470790386199951,0.2817869484424591,0.2955326437950134,0.17869415879249573,0.15463916957378387,0.27835050225257874,0.3298968970775604,0.24054983258247375,0.42611682415008545,0.09278350323438644,0.5051546096801758,0.2817869484424591,0.22680412232875824,0.5773195624351501,0.26116839051246643,0.2989690601825714,0.16151203215122223,0.32302406430244446,0.37800687551498413,0.3024055063724518,0.3298968970775604,0.2817869484424591,0.27147766947746277,0.1649484485387802,0.06872852146625519,0.1855670064687729,0.22680412232875824,0.20618556439876556,0.13745704293251038,0.45704466104507446,0.10309278219938278,0.24742268025875092,0.3127147853374481,0.18900343775749207,0.41237112879753113,0.22336769104003906,0.2336769700050354,0.20618556439876556,0.04467353969812393
L,0.2886597812175751,0.23024055361747742,0.4673539400100708,0.14089347422122955,0.3024055063724518,0.21993127465248108,0.17525772750377655,0.15807560086250305,0.17525772750377655,0.29209622740745544,0.20962199568748474,0.3333333432674408,0.4639175236225128,0.3505154550075531,0.3195876181125641,0.23711340129375458,0.46048110723495483,0.30927833914756775,0.3195876181125641,0.22336769104003906,0.5670102834701538,0.1821305900812149,0.27835050225257874,0.20618556439876556,0.47079038619995117,0.2542955279350281,0.4295532703399658,0.47766321897506714,0.40893471240997314,0.2989690601825714,0.15463916957378387,0.1683848798274994,0.27835050225257874,0.4192439913749695,0.5120275020599365,0.1512027531862259,0.49484536051750183,0.4020618498325348,0.2646048069000244,0.24398624897003174,0.2542955279350281,0.3024055063724518,0.14089347422122955,0.4158075749874115,0.3127147853374481,0.3161512017250061,0.3024055063724518,0.35395190119743347,0.4295532703399658,0.20618556439876556,0.3298968970775604,0.15807560086250305,0.27835050225257874,0.4329896867275238,0.2542955279350281,0.20962199568748474,0.27491408586502075,0.3986254334449768,0.32646048069000244,0.22336769104003906,0.49484536051750183,0.42611682415008545,0.2680412232875824,0.1168384850025177,0.3848797380924225,0.34020617604255676,0.44329896569252014,0.29209622740745544,0.2646048069000244,0.2989690601825714,0.1855670064687729,0.3298968970775604,0.5738831758499146,0.3195876181125641,0.3127147853374481,0.17182131111621857,0.3711340129375458,0.2989690601825714,0.2955326437950134,0.20962199568748474,0.27147766947746277,0.3195876181125641,0.2542955279350281,0.3195876181125641,0.3711340129375458,0.2817869484424591,0.3986254334449768,0.37800687551498413,0.3367697596549988,0.41237112879753113,0.37800687551498413,0.3127147853374481,0.32646048069000244,0.20962199568748474,0.1855670064687729,0.30927833914756775,0.36082473397254944,0.27147766947746277,0.45704466104507446,0.12371134012937546,0.5360824465751648,0.3127147853374481,0.25773194432258606,0.6082473993301392,0.29209622740745544,0.3298968970775604,0.19243986904621124,0.35395190119743347,0.40893471240997314,0.3333333432674408,0.36082473397254944,0.3127147853374481,0.3024055063724518,0.19587628543376923,0.0996563583612442,0.2164948433637619,0.25773194432258606,0.23711340129375458,0.1683848798274994,0.4879724979400635,0.1340206116437912,0.27835050225257874,0.34364262223243713,0.21993127465248108,0.44329896569252014,0.2542955279350281,0.2646048069000244,0.23711340129375458,0.07560137659311295
T,0.3161512017250061,0.25773194432258606,0.49484536051750183,0.1683848798274994,0.3298968970775604,0.24742268025875092,0.20274914801120758,0.1855670064687729,0.20274914801120758,0.3195876181125641,0.23711340129375458,0.36082473397254944,0.49140894412994385,0.37800687551498413,0.3470790386199951,0.2646048069000244,0.4879724979400635,0.3367697596549988,0.3470790386199951,0.2508591115474701,0.5945017337799072,0.20962199568748474,0.30584192276000977,0.2336769700050354,0.4982817769050598,0.2817869484424591,0.45704466104507446,0.5051546096801758,0.4364261031150818,0.32646048069000244,0.1821305900812149,0.19587628543376923,0.30584192276000977,0.4467353820800781,0.5395188927650452,0.17869415879249573,0.5223367810249329,0.4295532703399658,0.29209622740745544,0.27147766947746277,0.2817869484424591,0.3298968970775604,0.1683848798274994,0.44329896569252014,0.34020617604255676,0.34364262223243713,0.3298968970775604,0.3814432919025421,0.45704466104507446,0.2336769700050354,0.35738831758499146,0.1855670064687729,0.30584192276000977,0.46048110723495483,0.2817869484424591,0.23711340129375458,0.3024055063724518,0.42611682415008545,0.35395190119743347,0.2508591115474701,0.5223367810249329,0.4536082446575165,0.2955326437950134,0.14432989060878754,0.41237112879753113,0.3676975965499878,0.47079038619995117,0.3195876181125641,0.29209622740745544,0.32646048069000244,0.21305841207504272,0.35738831758499146,0.6013745665550232,0.3470790386199951,0.34020617604255676,0.1993127167224884,0.3986254334449768,0.32646048069000244,0.32302406430244446,0.23711340129375458,0.2989690601825714,0.3470790386199951,0.2817869484424591,0.3470790386199951,0.3986254334449768,0.30927833914756775,0.42611682415008545,0.40549829602241516,0.3642611801624298,0.43986254930496216,0.40549829602241516,0.34020617604255676,0.35395190119743347,0.23711340129375458,0.21305841207504272,0.3367697596549988,0.38831615447998047,0.2989690601825714,0.4845360815525055,0.1512027531862259,0.5635738968849182,0.34020617604255676,0.2852233648300171,0.6357388496398926,0.3195876181125641,0.35738831758499146,0.21993127465248108,0.3814432919025421,0.4364261031150818,0.36082473397254944,0.38831615447998047,0.34020617604255676,0.3298968970775604,0.22336769104003906,0.12714776396751404,0.24398624897003174,0.2852233648300171,0.2646048069000244,0.19587628543376923,0.5154638886451721,0.16151203215122223,0.30584192276000977,0.3711340129375458,0.24742268025875092,0.47079038619995117,0.2817869484424591,0.29209622740745544,0.2646048069000244,0.10309278219938278
Q,0.3642611801624298,0.30584192276000977,0.5429553389549255,0.2164948433637619,0.37800687551498413,0.2955326437950134,0.2508591115474701,0.2336769700050354,0.2508591115474701,0.3676975965499878,0.2852233648300171,0.40893471240997314,0.5395188927650452,0.42611682415008545,0.3951890170574188,0.3127147853374481,0.5360824465751648,0.3848797380924225,0.3951890170574188,0.2989690601825714,0.6426116824150085,0.25773194432258606,0.35395190119743347,0.2817869484424591,0.5463917255401611,0.3298968970775604,0.5051546096801758,0.5532646179199219,0.4845360815525055,0.37457045912742615,0.23024055361747742,0.24398624897003174,0.35395190119743347,0.49484536051750183,0.5876288414001465,0.22680412232875824,0.5704467296600342,0.47766321897506714,0.34020617604255676,0.3195876181125641,0.3298968970775604,0.37800687551498413,0.2164948433637619,0.49140894412994385,0.38831615447998047,0.39175257086753845,0.37800687551498413,0.4295532703399658,0.5051546096801758,0.2817869484424591,0.40549829602241516,0.2336769700050354,0.35395190119743347,0.5085910558700562,0.3298968970775604,0.2852233648300171,0.3505154550075531,0.47422680258750916,0.4020618498325348,0.2989690601825714,0.5704467296600342,0.5017182230949402,0.34364262223243713,0.19243986904621124,0.46048110723495483,0.4158075749874115,0.5189003348350525,0.3676975965499878,0.34020617604255676,0.37457045912742615,0.26116839051246643,0.40549829602241516,0.6494845151901245,0.3951890170574188,0.38831615447998047,0.24742268025875092,0.4467353820800781,0.37457045912742615,0.3711340129375458,0.2852233648300171,0.3470790386199951,0.3951890170574188,0.3298968970775604,0.3951890170574188,0.4467353820800781,0.35738831758499146,0.47422680258750916,0.4536082446575165,0.41237112879753113,0.4879724979400635,0.4536082446575165,0.38831615447998047,0.4020618498325348,0.2852233648300171,0.26116839051246643,0.3848797380924225,0.4364261031150818,0.3470790386199951,0.5326460599899292,0.1993127167224884,0.6116838455200195,0.38831615447998047,0.3333333432674408,0.6838487982749939,0.3676975965499878,0.40549829602241516,0.2680412232875824,0.4295532703399658,0.4845360815525055,0.40893471240997314,0.4364261031150818,0.38831615447998047,0.37800687551498413,0.27147766947746277,0.17525772750377655,0.29209622740745544,0.3333333432674408,0.3127147853374481,0.24398624897003174,0.5635738968849182,0.20962199568748474,0.35395190119743347,0.4192439913749695,0.2955326437950134,0.5189003348350525,0.3298968970775604,0.34020617604255676,0.3127147853374481,0.1512027531862259
S,0.36082473397254944,0.3024055063724518,0.5395188927650452,0.21305841207504272,0.37457045912742615,0.29209622740745544,0.24742268025875092,0.23024055361747742,0.24742268025875092,0.3642611801624298,0.2817869484424591,0.40549829602241516,0.5360824465751648,0.42268040776252747,0.39175257086753845,0.30927833914756775,0.5326460599899292,0.3814432919025421,0.39175257086753845,0.2955326437950134,0.6391752362251282,0.2542955279350281,0.3505154550075531,0.27835050225257874,0.5429553389549255,0.32646048069000244,0.5017182230949402,0.5498281717300415,0.4810996651649475,0.3711340129375458,0.22680412232875824,0.24054983258247375,0.3505154550075531,0.49140894412994385,0.5841924548149109,0.22336769104003906,0.5670102834701538,0.47422680258750916,0.3367697596549988,0.3161512017250061,0.32646048069000244,0.37457045912742615,0.21305841207504272,0.4879724979400635,0.3848797380924225,0.38831615447998047,0.37457045912742615,0.42611682415008545,0.5017182230949402,0.27835050225257874,0.4020618498325348,0.23024055361747742,0.3505154550075531,0.5051546096801758,0.32646048069000244,0.2817869484424591,0.3470790386199951,0.47079038619995117,0.3986254334449768,0.2955326437950134,0.5670102834701538,0.4982817769050598,0.34020617604255676,0.18900343775749207,0.45704466104507446,0.41237112879753113,0.5154638886451721,0.3642611801624298,0.3367697596549988,0.3711340129375458,0.25773194432258606,0.4020618498325348,0.6460481286048889,0.39175257086753845,0.3848797380924225,0.24398624897003174,0.44329896569252014,0.3711340129375458,0.3676975965499878,0.2817869484424591,0.34364262223243713,0.39175257086753845,0.32646048069000244,0.39175257086753845,0.44329896569252014,0.35395190119743347,0.47079038619995117,0.4501718282699585,0.40893471240997314,0.4845360815525055,0.4501718282699585,0.3848797380924225,0.3986254334449768,0.2817869484424591,0.25773194432258606,0.3814432919025421,0.4329896867275238,0.34364262223243713,0.5292096138000488,0.19587628543376923,0.6082473993301392,0.3848797380924225,0.3298968970775604,0.6804123520851135,0.3642611801624298,0.4020618498325348,0.2646048069000244,0.42611682415008545,0.4810996651649475,0.40549829602241516,0.4329896867275238,0.3848797380924225,0.37457045912742615,0.2680412232875824,0.17182131111621857,0.2886597812175751,0.3298968970775604,0.30927833914756775,0.24054983258247375,0.5601374506950378,0.20618556439876556,0.3505154550075531,0.4158075749874115,0.29209622740745544,0.5154638886451721,0.32646048069000244,0.3367697596549988,0.30927833914756775,0.1477663218975067
P,0.5463917255401611,0.4879724979400635,0.7250859141349792,0.3986254334449768,0.5601374506950378,0.47766321897506714,0.4329896867275238,0.4158075749874115,0.4329896867275238,0.5498281717300415,0.4673539400100708,0.5910652875900269,0.7216494679450989,0.6082473993301392,0.5773195624351501,0.49484536051750183,0.7182130813598633,0.5670102834701538,0.5773195624351501,0.4810996651649475,0.8247422575950623,0.43986254930496216,0.5360824465751648,0.4639175236225128,0.7285223603248596,0.5120275020599365,0.6872852444648743,0.7353951930999756,0.6666666865348816,0.5567010045051575,0.41237112879753113,0.42611682415008545,0.5360824465751648,0.6769759654998779,0.769759476184845,0.40893471240997314,0.7525773048400879,0.6597937941551208,0.5223367810249329,0.5017182230949402,0.5120275020599365,0.5601374506950378,0.3986254334449768,0.6735395193099976,0.5704467296600342,0.5738831758499146,0.5601374506950378,0.6116838455200195,0.6872852444648743,0.4639175236225128,0.5876288414001465,0.4158075749874115,0.5360824465751648,0.6907216310501099,0.5120275020599365,0.4673539400100708,0.5326460599899292,0.6563574075698853,0.5841924548149109,0.4810996651649475,0.7525773048400879,0.6838487982749939,0.5257731676101685,0.37457045912742615,0.6426116824150085,0.5979381203651428,0.7010309100151062,0.5498281717300415,0.5223367810249329,0.5567010045051575,0.44329896569252014,0.5876288414001465,0.831615149974823,0.5773195624351501,0.5704467296600342,0.4295532703399658,0.6288659572601318,0.5567010045051575,0.5532646179199219,0.4673539400100708,0.5292096138000488,0.5773195624351501,0.5120275020599365,0.5773195624351501,0.6288659572601318,0.5395188927650452,0.6563574075698853,0.6357388496398926,0.5945017337799072,0.6701030731201172,0.6357388496398926,0.5704467296600342,0.5841924548149109,0.4673539400100708,0.44329896569252014,0.5670102834701538,0.6185566782951355,0.5292096138000488,0.7147766351699829,0.3814432919025421,0.7938144207000732,0.5704467296600342,0.5154638886451721,0.8659793734550476,0.5498281717300415,0.5876288414001465,0.4501718282699585,0.6116838455200195,0.6666666865348816,0.5910652875900269,0.6185566782951355,0.5704467296600342,0.5601374506950378,0.4536082446575165,0.35738831758499146,0.47422680258750916,0.5154638886451721,0.49484536051750183,0.42611682415008545,0.7457044720649719,0.39175257086753845,0.5360824465751648,0.6013745665550232,0.47766321897506714,0.7010309100151062,0.5120275020599365,0.5223367810249329,0.49484536051750183,0.3333333432674408
A,0.49484536051750183,0.4364261031150818,0.6735395193099976,0.3470790386199951,0.5085910558700562,0.42611682415008545,0.3814432919025421,0.3642611801624298,0.3814432919025421,0.4982817769050598,0.4158075749874115,0.5395188927650452,0.6701030731201172,0.5567010045051575,0.5257731676101685,0.44329896569252014,0.6666666865348816,0.5154638886451721,0.5257731676101685,0.4295532703399658,0.7731958627700806,0.38831615447998047,0.4845360815525055,0.41237112879753113,0.6769759654998779,0.46048110723495483,0.6357388496398926,0.6838487982749939,0.6151202917098999,0.5051546096801758,0.36082473397254944,0.37457045912742615,0.4845360815525055,0.6254295706748962,0.7182130813598633,0.35738831758499146,0.7010309100151062,0.6082473993301392,0.47079038619995117,0.4501718282699585,0.46048110723495483,0.5085910558700562,0.3470790386199951,0.6219931244850159,0.5189003348350525,0.5223367810249329,0.5085910558700562,0.5601374506950378,0.6357388496398926,0.41237112879753113,0.5360824465751648,0.3642611801624298,0.4845360815525055,0.6391752362251282,0.46048110723495483,0.4158075749874115,0.4810996651649475,0.6048110127449036,0.5326460599899292,0.4295532703399658,0.7010309100151062,0.6323024034500122,0.47422680258750916,0.32302406430244446,0.5910652875900269,0.5463917255401611,0.6494845151901245,0.4982817769050598,0.47079038619995117,0.5051546096801758,0.39175257086753845,0.5360824465751648,0.7800687551498413,0.5257731676101685,0.5189003348350525,0.37800687551498413,0.5773195624351501,0.5051546096801758,0.5017182230949402,0.4158075749874115,0.47766321897506714,0.5257731676101685,0.46048110723495483,0.5257731676101685,0.5773195624351501,0.4879724979400635,0.6048110127449036,0.5841924548149109,0.5429553389549255,0.6185566782951355,0.5841924548149109,0.5189003348350525,0.5326460599899292,0.4158075749874115,0.39175257086753845,0.5154638886451721,0.5670102834701538,0.47766321897506714,0.6632302403450012,0.3298968970775604,0.7422680258750916,0.5189003348350525,0.4639175236225128,0.8144329786300659,0.4982817769050598,0.5360824465751648,0.3986254334449768,0.5601374506950378,0.6151202917098999,0.5395188927650452,0.5670102834701538,0.5189003348350525,0.5085910558700562,0.4020618498325348,0.30584192276000977,0.42268040776252747,0.4639175236225128,0.44329896569252014,0.37457045912742615,0.6941580772399902,0.34020617604255676,0.4845360815525055,0.5498281717300415,0.42611682415008545,0.6494845151901245,0.46048110723495483,0.47079038619995117,0.44329896569252014,0.2817869484424591
S,0.34364262223243713,0.2852233648300171,0.5223367810249329,0.19587628543376923,0.35738831758499146,0.27491408586502075,0.23024055361747742,0.21305841207504272,0.23024055361747742,0.3470790386199951,0.2646048069000244,0.38831615447998047,0.5189003348350525,0.40549829602241516,0.37457045912742615,0.29209622740745544,0.5154638886451721,0.3642611801624298,0.37457045912742615,0.27835050225257874,0.6219931244850159,0.23711340129375458,0.3333333432674408,0.26116839051246643,0.5257731676101685,0.30927833914756775,0.4845360815525055,0.5326460599899292,0.4639175236225128,0.35395190119743347,0.20962199568748474,0.22336769104003906,0.3333333432674408,0.47422680258750916,0.5670102834701538,0.20618556439876556,0.5498281717300415,0.45704466104507446,0.3195876181125641,0.2989690601825714,0.30927833914756775,0.35738831758499146,0.19587628543376923,0.47079038619995117,0.3676975965499878,0.3711340129375458,0.35738831758499146,0.40893471240997314,0.4845360815525055,0.26116839051246643,0.3848797380924225,0.21305841207504272,0.3333333432674408,0.4879724979400635,0.30927833914756775,0.2646048069000244,0.3298968970775604,0.4536082446575165,0.3814432919025421,0.27835050225257874,0.5498281717300415,0.4810996651649475,0.32302406430244446,0.17182131111621857,0.43986254930496216,0.3951890170574188,0.4982817769050598,0.3470790386199951,0.3195876181125641,0.35395190119743347,0.24054983258247375,0.3848797380924225,0.6288659572601318,0.37457045912742615,0.3676975965499878,0.22680412232875824,0.42611682415008545,0.35395190119743347,0.3505154550075531,0.2646048069000244,0.32646048069000244,0.37457045912742615,0.30927833914756775,0.37457045912742615,0.42611682415008545,0.3367697596549988,0.4536082446575165,0.4329896867275238,0.39175257086753845,0.4673539400100708,0.4329896867275238,0.3676975965499878,0.3814432919025421,0.2646048069000244,0.24054983258247375,0.3642611801624298,0.4158075749874115,0.32646048069000244,0.5120275020599365,0.17869415879249573,0.5910652875900269,0.3676975965499878,0.3127147853374481,0.6632302403450012,0.3470790386199951,0.3848797380924225,0.24742268025875092,0.40893471240997314,0.4639175236225128,0.38831615447998047,0.4158075749874115,0.3676975965499878,0.35738831758499146,0.2508591115474701,0.15463916957378387,0.27147766947746277,0.3127147853374481,0.29209622740745544,0.22336769104003906,0.5429553389549255,0.18900343775749207,0.3333333432674408,0.3986254334449768,0.27491408586502075,0.4982817769050598,0.30927833914756775,0.3195876181125641,0.29209622740745544,0.13058419525623322
